gene	FDR	fold	add_variable	foldodwrot
predicted RNA	1	1,871621622	M145vsMGM12	0,534296029
predicted RNA	1	0,77852349	M145vsMGM12	1,284482759
SCO1145	0,163944738	0,805369128	M145vsMGM12	1,241666666
SCO5023	0,087092966	0,859060403	M145vsMGM12	1,1640625
SCO3380	0,219434686	0,973154362	M145vsMGM12	1,027586207
SCO6449	0,314011731	1,053691275	M145vsMGM12	0,949044586
predicted RNA	1	1,067114094	M145vsMGM12	0,937106918
predicted RNA	1	1,214765101	M145vsMGM12	0,82320442
SCO3894	0,150594373	1,255033557	M145vsMGM12	0,796791444
SCO3181	0,749019031	1,268456376	M145vsMGM12	0,788359788
SCO1166	1	1,604026846	M145vsMGM12	0,623430962
SCO0459	1	1,946308725	M145vsMGM12	0,513793103
SCO3163	0,082514462	0,606666667	M145vsMGM12	1,648351647
SCO1838	0,078280224	0,793333333	M145vsMGM12	1,260504202
predicted RNA	0,91149089	0,846666667	M145vsMGM12	1,181102362
SCO5730	0,249696311	0,866666667	M145vsMGM12	1,153846153
SCO1994	0,462198933	0,94	M145vsMGM12	1,063829787
SCO2915	0,26266434	0,953333333	M145vsMGM12	1,048951049
predicted RNA	1	0,953333333	M145vsMGM12	1,048951049
SCO2081	0,266837962	1,006666667	M145vsMGM12	0,993377483
predicted RNA	1	1,053333333	M145vsMGM12	0,949367089
SCO4752	0,882714815	1,173333333	M145vsMGM12	0,852272728
predicted RNA	0,819387604	1,906666667	M145vsMGM12	0,524475524
predicted RNA	1	0,476821192	M145vsMGM12	2,097222222
SCO0211	0,00545879	0,536423841	M145vsMGM12	1,864197531
predicted RNA	1	0,556291391	M145vsMGM12	1,797619047
SCO6318	0,200385039	0,880794702	M145vsMGM12	1,135338346
predicted RNA	1	1,059602649	M145vsMGM12	0,94375
SCO3000	0,565019142	1,178807947	M145vsMGM12	0,848314607
predicted RNA	1	1,205298013	M145vsMGM12	0,82967033
predicted RNA	0,414815924	0,532894737	M145vsMGM12	1,876543209
SCOt04	0,341543852	0,572368421	M145vsMGM12	1,747126437
SCO4290	0,007288413	0,657894737	M145vsMGM12	1,52
SCO2371	0,022141159	0,782894737	M145vsMGM12	1,277310924
SCO3051	0,255631317	0,921052632	M145vsMGM12	1,085714285
SCO4508	0,072521802	1,138157895	M145vsMGM12	0,878612717
SCO6011	0,89931629	1,473684211	M145vsMGM12	0,678571428
predicted RNA	1	1,532894737	M145vsMGM12	0,652360515
predicted RNA	1	1,730263158	M145vsMGM12	0,577946768
SCO3031	0,122928149	0,692810458	M145vsMGM12	1,443396225
SCO5636	0,063848438	0,758169935	M145vsMGM12	1,318965517
SCO6768	0,122589095	0,967320261	M145vsMGM12	1,033783784
SCO0846	0,263151017	1,026143791	M145vsMGM12	0,974522293
SCO1383	0,601284477	1,235294118	M145vsMGM12	0,809523809
SCO4227	1	1,411764706	M145vsMGM12	0,708333333
predicted RNA	0,840103332	2,006535948	M145vsMGM12	0,498371335
predicted RNA	0,089559932	0,435064935	M145vsMGM12	2,298507463
predicted RNA	0,189777794	0,551948052	M145vsMGM12	1,811764706
SCO4325	0,231222643	0,824675325	M145vsMGM12	1,212598425
SCO2461	0,411936929	0,902597403	M145vsMGM12	1,107913669
SCO2083	0,23179156	1	M145vsMGM12	1
SCO5395	0,587433605	1,051948052	M145vsMGM12	0,950617284
SCO0513	0,62616356	1,058441558	M145vsMGM12	0,944785276
SCO5694	0,797318642	1,337662338	M145vsMGM12	0,747572815
SCO5695	0,892242893	1,506493506	M145vsMGM12	0,663793104
SCO1403	1	1,519480519	M145vsMGM12	0,658119658
predicted RNA	0,15708879	3,168831169	M145vsMGM12	0,31557377
SCO4439	0,750507851	3,383116883	M145vsMGM12	0,295585413
SCO4122	0,077615384	0,722580645	M145vsMGM12	1,383928572
SCO6084	0,076674226	0,774193548	M145vsMGM12	1,291666667
predicted RNA	1	0,787096774	M145vsMGM12	1,270491804
SCO6456	0,155792975	0,793548387	M145vsMGM12	1,260162602
SCO4459	0,669210368	1,109677419	M145vsMGM12	0,901162791
predicted RNA	1	1,193548387	M145vsMGM12	0,837837838
SCO5837	1	2,425806452	M145vsMGM12	0,412234042
SCO2913	0,015608233	0,525641026	M145vsMGM12	1,902439023
SCO6748	0,009704987	0,58974359	M145vsMGM12	1,695652173
SCO3273	0,096386754	0,628205128	M145vsMGM12	1,591836735
SCO2237	0,084146956	0,692307692	M145vsMGM12	1,444444445
predicted RNA	1	0,698717949	M145vsMGM12	1,43119266
SCO4852	0,270432609	0,884615385	M145vsMGM12	1,130434782
SCO3896	0,233871653	0,916666667	M145vsMGM12	1,090909091
SCO1085	1	1,442307692	M145vsMGM12	0,693333333
SCO1859	1	1,576923077	M145vsMGM12	0,634146341
SCO6477	0,021469802	0,585987261	M145vsMGM12	1,70652174
SCO5754	0,185317907	0,859872611	M145vsMGM12	1,162962964
SCO1997	0,110862088	0,898089172	M145vsMGM12	1,113475177
SCO2515	0,257684284	0,923566879	M145vsMGM12	1,082758621
SCO6060	0,288287546	1,076433121	M145vsMGM12	0,928994083
SCO2777	1,24E-10	0,341772152	M145vsMGM12	2,925925925
SCO2124	0,022141159	0,607594937	M145vsMGM12	1,645833333
predicted RNA	0,451932337	0,664556962	M145vsMGM12	1,504761905
SCO3715	0,037240219	0,670886076	M145vsMGM12	1,490566038
SCO1960	0,108721797	0,803797468	M145vsMGM12	1,244094489
SCO1024	0,048791677	0,911392405	M145vsMGM12	1,097222222
SCO2893	0,181660034	0,96835443	M145vsMGM12	1,032679739
SCO1781	0,204044714	1	M145vsMGM12	1
SCO5415	0,179123275	1,037974684	M145vsMGM12	0,963414634
SCO5860	0,766617032	1,196202532	M145vsMGM12	0,835978836
SCO5265	1	1,721518987	M145vsMGM12	0,580882353
predicted RNA	0,409797268	0,459119497	M145vsMGM12	2,178082191
predicted RNA	0,436033172	0,553459119	M145vsMGM12	1,806818183
predicted RNA	0,727325477	0,72327044	M145vsMGM12	1,382608696
SCO4777	0,132391674	0,905660377	M145vsMGM12	1,104166667
SCO3872	1	1,364779874	M145vsMGM12	0,732718894
SCO5398	0,001291956	0,41875	M145vsMGM12	2,388059701
SCO6725	0,09678469	0,64375	M145vsMGM12	1,553398058
SCO0243	0,392398982	0,80625	M145vsMGM12	1,240310078
predicted RNA	0,846592639	0,81875	M145vsMGM12	1,221374046
SCO3159	0,270753027	0,9375	M145vsMGM12	1,066666667
SCO2771	0,440260299	1,1375	M145vsMGM12	0,879120879
SCO2761	0,278097411	1,15625	M145vsMGM12	0,864864865
SCO3152	0,943495772	1,26875	M145vsMGM12	0,78817734
predicted RNA	1	1,8	M145vsMGM12	0,555555556
SCO0214	0,008618939	0,49689441	M145vsMGM12	2,0125
SCO0902	0,115816063	0,739130435	M145vsMGM12	1,352941176
predicted RNA	1	0,850931677	M145vsMGM12	1,175182482
predicted RNA	0,841614942	0,944099379	M145vsMGM12	1,059210526
predicted RNA	1	1,099378882	M145vsMGM12	0,90960452
predicted RNA	1	1,472049689	M145vsMGM12	0,679324895
SCO2241	1	2,149068323	M145vsMGM12	0,465317919
SCO3190	0,160836309	0,814814815	M145vsMGM12	1,227272727
predicted RNA	0,445567689	0,944444444	M145vsMGM12	1,05882353
SCO2564	0,700421786	1,080246914	M145vsMGM12	0,925714285
SCO6104	0,330100453	1,117283951	M145vsMGM12	0,895027624
SCO3322	1	1,259259259	M145vsMGM12	0,794117647
predicted RNA	0,256663109	0,472392638	M145vsMGM12	2,116883117
predicted RNA	1	1,067484663	M145vsMGM12	0,936781609
SCO1582	2,27E-04	0,396341463	M145vsMGM12	2,523076926
SCO5163	0,096386754	0,512195122	M145vsMGM12	1,952380952
SCO3300	0,088840534	0,87195122	M145vsMGM12	1,146853146
SCO7554	0,487121633	1,012195122	M145vsMGM12	0,987951807
SCO1500	0,449329422	1,048780488	M145vsMGM12	0,953488372
SCO6027	0,430225118	1,091463415	M145vsMGM12	0,916201117
predicted RNA	1	1,134146341	M145vsMGM12	0,88172043
SCO6764	0,156697211	1,237804878	M145vsMGM12	0,807881773
SCO1695	0,780876659	1,280487805	M145vsMGM12	0,780952381
SCO3037	0,483145449	1,432926829	M145vsMGM12	0,697872341
SCO3844	1	1,518292683	M145vsMGM12	0,658634538
SCO0799	0,971660308	2,12195122	M145vsMGM12	0,471264368
SCO1400	0,084146956	0,678787879	M145vsMGM12	1,473214285
SCO4114	0,050947812	0,678787879	M145vsMGM12	1,473214285
SCO6971	0,07052563	0,787878788	M145vsMGM12	1,269230769
SCO7773	0,188222567	0,866666667	M145vsMGM12	1,153846153
SCO0908	0,564929562	1,096969697	M145vsMGM12	0,91160221
SCO2553	0,78256869	1,187878788	M145vsMGM12	0,841836735
SCO3622	0,311151227	1,187878788	M145vsMGM12	0,841836735
SCO6310	0,356020072	1,272727273	M145vsMGM12	0,785714286
SCO7154	1	1,303030303	M145vsMGM12	0,76744186
SCO1787	1	1,648484848	M145vsMGM12	0,606617647
predicted RNA	1	1,836363636	M145vsMGM12	0,544554456
predicted RNA	0,05868044	0,277108434	M145vsMGM12	3,608695649
SCO5607	0,053682347	0,493975904	M145vsMGM12	2,024390242
SCO3558	0,06762135	0,789156627	M145vsMGM12	1,267175572
SCO2990	0,136880621	0,84939759	M145vsMGM12	1,177304965
SCO7617	0,157316347	0,945783133	M145vsMGM12	1,05732484
SCO1151	0,848087952	1,198795181	M145vsMGM12	0,834170854
SCO0218	1	1,234939759	M145vsMGM12	0,809756098
SCO3226	0,988180777	1,343373494	M145vsMGM12	0,744394619
predicted RNA	1	1,614457831	M145vsMGM12	0,619402985
SCO2014	0,544666899	1,63253012	M145vsMGM12	0,612546126
SCO3064	0,116060169	0,724550898	M145vsMGM12	1,38016529
SCO2584	0,111395453	0,838323353	M145vsMGM12	1,192857143
SCO2534	0,281839111	1,035928144	M145vsMGM12	0,965317919
SCO5732	0,200655111	1,077844311	M145vsMGM12	0,927777778
predicted RNA	1	1,269461078	M145vsMGM12	0,787735849
predicted RNA	0,840970647	2,071856287	M145vsMGM12	0,48265896
SCO4263	0,693195074	3,790419162	M145vsMGM12	0,263823065
predicted RNA	0,494241045	0,380952381	M145vsMGM12	2,625
SCO4547	0,014561846	0,69047619	M145vsMGM12	1,448275863
SCO6761	0,256663109	0,696428571	M145vsMGM12	1,435897437
SCO4989	0,041523106	0,714285714	M145vsMGM12	1,400000001
SCO1634	0,337985457	0,80952381	M145vsMGM12	1,235294117
predicted RNA	1	0,81547619	M145vsMGM12	1,226277373
SCO2386	0,420749325	1,119047619	M145vsMGM12	0,893617021
SCO4769	0,826850735	1,30952381	M145vsMGM12	0,763636363
SCO5186	1	1,553571429	M145vsMGM12	0,643678161
SCO2076	0,601080482	1,720238095	M145vsMGM12	0,581314879
SCO3433	9,49E-05	0,426035503	M145vsMGM12	2,347222222
SCO3538	0,020925456	0,644970414	M145vsMGM12	1,550458716
SCO6001	0,420876244	0,905325444	M145vsMGM12	1,104575163
SCO5733	0,294250077	0,952662722	M145vsMGM12	1,049689441
SCO2902	0,243764858	0,970414201	M145vsMGM12	1,030487805
predicted RNA	1	1,153846154	M145vsMGM12	0,866666667
predicted RNA	1	1,224852071	M145vsMGM12	0,816425121
SCO5047	1	1,307692308	M145vsMGM12	0,764705882
SCO6342	0,046504924	0,623529412	M145vsMGM12	1,603773584
SCO7347	0,028625209	0,658823529	M145vsMGM12	1,517857144
SCO2510	0,045457324	0,729411765	M145vsMGM12	1,370967741
SCO5206	0,141074216	0,776470588	M145vsMGM12	1,287878788
predicted RNA	0,928460136	0,858823529	M145vsMGM12	1,164383562
SCO1791	0,306755653	1,070588235	M145vsMGM12	0,934065934
SCO5082	0,029288688	0,69005848	M145vsMGM12	1,449152541
SCO7009	0,09401264	0,81871345	M145vsMGM12	1,221428572
predicted RNA	0,895992419	0,947368421	M145vsMGM12	1,055555556
SCO2004	0,090836639	1,105263158	M145vsMGM12	0,904761905
SCO2110	0,143915588	1,210526316	M145vsMGM12	0,826086956
SCO1856	1	1,935672515	M145vsMGM12	0,516616314
predicted RNA	0,719192443	0,63372093	M145vsMGM12	1,577981652
SCO2228	0,110862088	0,88372093	M145vsMGM12	1,131578948
SCO4491	0,102733797	0,889534884	M145vsMGM12	1,124183006
SCO1903	0,487682839	1,261627907	M145vsMGM12	0,792626728
SCO5185	0,315736068	1,337209302	M145vsMGM12	0,747826087
SCO5803	1	1,377906977	M145vsMGM12	0,725738396
SCO1831	1	1,505813953	M145vsMGM12	0,664092664
SCO1857	0,820357168	1,988372093	M145vsMGM12	0,502923977
SCO5544	5,28E-04	0,682080925	M145vsMGM12	1,466101695
SCO2232	0,021081528	0,722543353	M145vsMGM12	1,383999999
SCO5753	0,121839768	0,895953757	M145vsMGM12	1,116129033
SCO2650	0,454488681	0,936416185	M145vsMGM12	1,067901235
SCO2069	0,234476841	0,959537572	M145vsMGM12	1,042168675
SCO6178	1	1,462427746	M145vsMGM12	0,683794466
SCO5535	0,618884003	1,774566474	M145vsMGM12	0,563517915
predicted RNA	0,239794776	0,488505747	M145vsMGM12	2,047058824
predicted RNA	1	0,5	M145vsMGM12	2
SCO2860	6,33E-04	0,540229885	M145vsMGM12	1,85106383
SCO7323	0,143903729	0,787356322	M145vsMGM12	1,270072992
SCO3651	0,339944771	1,068965517	M145vsMGM12	0,935483871
SCO1510	1	1,494252874	M145vsMGM12	0,669230769
SCO3559	0,042945678	0,737142857	M145vsMGM12	1,356589148
SCO4132	0,02844557	0,754285714	M145vsMGM12	1,325757576
SCO5156	0,17476066	0,862857143	M145vsMGM12	1,158940397
SCO0598	0,421966773	0,914285714	M145vsMGM12	1,09375
SCO4287	0,548362248	0,965714286	M145vsMGM12	1,035502958
SCO4561	1	1,274285714	M145vsMGM12	0,784753363
SCO5112	1	1,48	M145vsMGM12	0,675675676
SCO1378	1	2,177142857	M145vsMGM12	0,459317585
SCO4215	0,0246642	4,04	M145vsMGM12	0,247524752
SCO4529	0,015159022	0,517045455	M145vsMGM12	1,934065932
SCO4403	0,061021061	0,8125	M145vsMGM12	1,230769231
predicted RNA	0,928460136	1,102272727	M145vsMGM12	0,907216495
SCO2562	0,252663362	1,431818182	M145vsMGM12	0,698412698
SCO6041	0,341543852	1,465909091	M145vsMGM12	0,682170543
SCO1950	1	1,664772727	M145vsMGM12	0,600682594
SCOt56	0,293230213	0,553672316	M145vsMGM12	1,80612245
SCO4230	0,145322069	0,892655367	M145vsMGM12	1,120253165
SCO3129	0,159985138	0,90960452	M145vsMGM12	1,099378882
SCO1073	0,276658558	1,079096045	M145vsMGM12	0,926701571
predicted RNA	1	1,169491525	M145vsMGM12	0,855072464
SCO2086	0,261878603	1,265536723	M145vsMGM12	0,790178572
SCO1786	0,771357322	1,418079096	M145vsMGM12	0,705179283
predicted RNA	0,888809711	0,483146067	M145vsMGM12	2,069767444
SCO6207	0,072632564	0,601123596	M145vsMGM12	1,663551401
predicted RNA	1	0,870786517	M145vsMGM12	1,148387097
SCO4421	0,25309192	0,994382022	M145vsMGM12	1,005649718
SCO2991	0,358433776	1,050561798	M145vsMGM12	0,951871658
SCO5820	0,215821474	1,219101124	M145vsMGM12	0,820276497
predicted RNA	1	1,651685393	M145vsMGM12	0,605442177
SCO2054	0,004030997	0,608938547	M145vsMGM12	1,642201836
SCO4387	0,019994359	0,642458101	M145vsMGM12	1,556521738
SCO2372	0,124243343	0,698324022	M145vsMGM12	1,432000001
SCO5507	0,237702473	0,765363128	M145vsMGM12	1,306569344
SCO7772	0,094591504	0,787709497	M145vsMGM12	1,269503546
SCO4823	1	1,167597765	M145vsMGM12	0,85645933
SCO4847	0,435912688	1,446927374	M145vsMGM12	0,691119691
predicted RNA	1	1,603351955	M145vsMGM12	0,62369338
SCO5197	1	1,625698324	M145vsMGM12	0,615120275
SCO7042	8,03E-04	0,411111111	M145vsMGM12	2,432432433
SCO2236	0,030354477	0,516666667	M145vsMGM12	1,93548387
SCO6000	0,136060639	0,677777778	M145vsMGM12	1,475409836
SCO1527	0,070254193	0,788888889	M145vsMGM12	1,267605634
SCO4158	0,120298334	0,838888889	M145vsMGM12	1,19205298
SCO5721	0,138058402	0,85	M145vsMGM12	1,176470588
SCO1389	0,130090001	0,872222222	M145vsMGM12	1,146496816
SCO1544	0,174606767	0,911111111	M145vsMGM12	1,097560976
SCO5865	0,891691009	1,2	M145vsMGM12	0,833333333
predicted RNA	0,727594117	1,205555556	M145vsMGM12	0,829493087
SCO5838	1	2,083333333	M145vsMGM12	0,48
SCO5444	1	2,188888889	M145vsMGM12	0,456852792
SCO3075	0,882463313	2,494444444	M145vsMGM12	0,400890869
SCO6771	0,244086031	0,640883978	M145vsMGM12	1,560344827
SCO1959	0,064071357	0,767955801	M145vsMGM12	1,302158274
SCO0971	0,08917421	0,867403315	M145vsMGM12	1,152866242
predicted RNA	1	1,834254144	M145vsMGM12	0,545180723
predicted RNA	0,106012547	0,67032967	M145vsMGM12	1,491803279
SCO3351	0,160248299	0,824175824	M145vsMGM12	1,213333334
SCO3304	0,131515169	1,076923077	M145vsMGM12	0,928571429
predicted RNA	1	1,104395604	M145vsMGM12	0,905472637
SCO3095	0,488771893	1,115384615	M145vsMGM12	0,896551724
predicted RNA	1	1,483516484	M145vsMGM12	0,674074074
predicted RNA	1	1,582417582	M145vsMGM12	0,631944445
SCO3358	0,707123752	2,472527473	M145vsMGM12	0,404444444
predicted RNA	0,17830247	0,595628415	M145vsMGM12	1,678899083
SCO6808	0,10810214	0,721311475	M145vsMGM12	1,386363637
SCO3155	0,175507207	0,885245902	M145vsMGM12	1,129629629
predicted RNA	0,941692226	0,972677596	M145vsMGM12	1,028089887
SCO2074	0,346169739	1,071038251	M145vsMGM12	0,93367347
SCO3545	0,197853596	1,169398907	M145vsMGM12	0,855140187
SCO6026	0,110714326	1,169398907	M145vsMGM12	0,855140187
SCO2669	0,14379815	1,180327869	M145vsMGM12	0,847222222
SCO0499	0,851646969	1,18579235	M145vsMGM12	0,843317972
SCO3175	0,788996608	1,245901639	M145vsMGM12	0,802631579
SCO1952	0,843488721	1,278688525	M145vsMGM12	0,782051282
SCO0097	0,003493818	0,434782609	M145vsMGM12	2,299999998
SCO1152	0,045528266	0,994565217	M145vsMGM12	1,005464481
SCO4442	1	1,809782609	M145vsMGM12	0,552552552
predicted RNA	0,480356871	0,367567568	M145vsMGM12	2,720588232
SCO4438	0,084232431	0,962162162	M145vsMGM12	1,039325843
SCO4229	0,232895474	0,972972973	M145vsMGM12	1,027777778
SCO0495	0,556590134	1,043243243	M145vsMGM12	0,958549223
SCO6627	0,004539489	0,811827957	M145vsMGM12	1,231788079
SCO4009	0,007219384	0,865591398	M145vsMGM12	1,155279503
SCO5752	0,162795214	1	M145vsMGM12	1
SCO5598	0,512729082	1,048387097	M145vsMGM12	0,953846154
SCO5982	1	1,543010753	M145vsMGM12	0,648083624
SCO1375	1	1,811827957	M145vsMGM12	0,551928783
SCO3376	0,183844387	0,887700535	M145vsMGM12	1,126506024
SCO4490	0,175643244	1,048128342	M145vsMGM12	0,954081633
SCO4409	0,410647549	1,112299465	M145vsMGM12	0,899038462
SCO1508	0,270432609	1,22459893	M145vsMGM12	0,816593887
SCO1385	1	1,385026738	M145vsMGM12	0,722007722
SCO1848	0,319908424	1,486631016	M145vsMGM12	0,672661871
predicted RNA	2,52E-04	6,096256684	M145vsMGM12	0,164035088
SCO7112	0,059354315	0,819148936	M145vsMGM12	1,220779221
SCO4130	0,071174238	0,824468085	M145vsMGM12	1,212903226
SCO1316	0,222437918	0,978723404	M145vsMGM12	1,021739131
SCO6019	0,314011731	1,063829787	M145vsMGM12	0,94
SCO6757	0,692660979	1,095744681	M145vsMGM12	0,912621359
predicted RNA	1	1,595744681	M145vsMGM12	0,626666667
SCO3145	0,513166866	1,70212766	M145vsMGM12	0,5875
predicted RNA	0,027814341	0,396825397	M145vsMGM12	2,519999999
predicted RNA	0,382238507	0,587301587	M145vsMGM12	1,702702704
predicted RNA	0,679668329	0,634920635	M145vsMGM12	1,575
SCO7168	0,092929349	0,825396825	M145vsMGM12	1,211538462
predicted RNA	0,926692087	0,994708995	M145vsMGM12	1,005319149
SCO5492	1	1,312169312	M145vsMGM12	0,762096774
SCO1041	8,50E-04	0,563157895	M145vsMGM12	1,775700934
SCO3888	0,033016886	0,673684211	M145vsMGM12	1,484374999
SCO5291	0,054564525	0,673684211	M145vsMGM12	1,484374999
predicted RNA	1	0,715789474	M145vsMGM12	1,397058823
SCO3014	0,196980239	0,831578947	M145vsMGM12	1,202531646
predicted RNA	0,87139791	0,952631579	M145vsMGM12	1,049723757
SCO1982	1	1,315789474	M145vsMGM12	0,76
SCO1304	0,001889428	0,45026178	M145vsMGM12	2,220930233
SCO2574	0,135956134	0,680628272	M145vsMGM12	1,46923077
SCO6606	0,493455017	1,010471204	M145vsMGM12	0,989637306
SCO5699	0,355953377	1,591623037	M145vsMGM12	0,628289474
SCO2164	3,03E-06	0,401041667	M145vsMGM12	2,493506491
SCO0207	0,007221923	0,5625	M145vsMGM12	1,777777778
SCO2073	0,529787481	1,036458333	M145vsMGM12	0,964824121
predicted RNA	1	1,119791667	M145vsMGM12	0,893023256
predicted RNA	0,075207137	0,357512953	M145vsMGM12	2,797101452
predicted RNA	0,197253086	0,398963731	M145vsMGM12	2,506493504
SCO0730	0,012443662	0,554404145	M145vsMGM12	1,803738318
SCO6493	0,046950082	0,616580311	M145vsMGM12	1,621848739
SCO7249	0,306128875	1	M145vsMGM12	1
SCO4967	0,876862965	1,176165803	M145vsMGM12	0,850220264
SCO1942	0,160661509	1,212435233	M145vsMGM12	0,824786325
SCO6503	1	1,21761658	M145vsMGM12	0,821276596
SCO0973	0,00953979	0,615384615	M145vsMGM12	1,625000001
SCO3543	0,06762135	1,143589744	M145vsMGM12	0,874439462
SCO2942	1	1,405128205	M145vsMGM12	0,711678832
SCO3835	1	2,317948718	M145vsMGM12	0,431415929
SCO2448	0,063371257	0,744897959	M145vsMGM12	1,342465754
predicted RNA	0,515229052	0,795918367	M145vsMGM12	1,256410257
predicted RNA	0,448253534	0,87755102	M145vsMGM12	1,139534884
SCO5559	0,273515716	0,918367347	M145vsMGM12	1,088888889
predicted RNA	1	1,020408163	M145vsMGM12	0,98
SCO7732	0,133326799	0,781725888	M145vsMGM12	1,27922078
SCO4928	0,210981263	0,852791878	M145vsMGM12	1,172619048
predicted RNA	0,647249914	0,903553299	M145vsMGM12	1,106741574
SCO3800	0,06663094	0,913705584	M145vsMGM12	1,094444444
predicted RNA	1	1,248730964	M145vsMGM12	0,800813008
predicted RNA	1	1,390862944	M145vsMGM12	0,718978102
SCO1225	0,072341494	0,691919192	M145vsMGM12	1,445255474
SCO3098	0,020942131	0,712121212	M145vsMGM12	1,404255319
SCO6763	0,245761951	0,949494949	M145vsMGM12	1,05319149
SCO5351	3,79E-04	0,427135678	M145vsMGM12	2,341176473
predicted RNA	0,223386729	0,763819095	M145vsMGM12	1,309210527
predicted RNA	0,719120317	0,969849246	M145vsMGM12	1,031088083
predicted RNA	1	1,105527638	M145vsMGM12	0,904545455
SCO2261	0,841614942	1,115577889	M145vsMGM12	0,896396397
SCO3180	0,469051829	1,115577889	M145vsMGM12	0,896396397
SCO1439	1	1,291457286	M145vsMGM12	0,774319066
SCO4913	0,522264734	1,718592965	M145vsMGM12	0,581871345
SCO2582	1	2,582914573	M145vsMGM12	0,387159533
SCO1679	0,079706031	0,765	M145vsMGM12	1,307189542
SCO0493	0,068984347	0,93	M145vsMGM12	1,075268817
SCO3393	3,56E-04	0,412935323	M145vsMGM12	2,421686749
predicted RNA	0,164181326	0,537313433	M145vsMGM12	1,861111111
SCO2911	0,027215863	0,537313433	M145vsMGM12	1,861111111
SCO4294	0,104705311	0,676616915	M145vsMGM12	1,477941177
SCO3179	0,193333562	0,935323383	M145vsMGM12	1,069148936
SCO4493	0,322627347	1,029850746	M145vsMGM12	0,971014493
SCO4955	0,305073435	1,293532338	M145vsMGM12	0,773076923
SCO6045	1,56E-04	0,524752475	M145vsMGM12	1,905660378
SCO1156	0,170138032	0,851485149	M145vsMGM12	1,174418604
SCO1647	0,123073156	0,98019802	M145vsMGM12	1,02020202
SCO7463	0,263151017	1,237623762	M145vsMGM12	0,808
predicted RNA	1	1,554455446	M145vsMGM12	0,643312102
SCO4986	0,041523106	0,630541872	M145vsMGM12	1,5859375
SCO5293	0,122589095	0,733990148	M145vsMGM12	1,362416107
SCO5734	0,001184758	0,763546798	M145vsMGM12	1,309677419
SCO5397	0,006933852	0,866995074	M145vsMGM12	1,153409091
SCO5576	0,541321111	1,004926108	M145vsMGM12	0,99509804
SCO1790	0,270862035	1,054187192	M145vsMGM12	0,948598131
SCO1665	0,309674239	1,068965517	M145vsMGM12	0,935483871
SCO1809	0,433366719	1,108374384	M145vsMGM12	0,902222222
SCO3303	0,188222567	1,334975369	M145vsMGM12	0,749077491
SCO4247	1	1,339901478	M145vsMGM12	0,746323529
predicted RNA	0,298701199	2,743842365	M145vsMGM12	0,364452424
predicted RNA	1	1,053921569	M145vsMGM12	0,948837209
SCO0242	0,001129137	0,443902439	M145vsMGM12	2,252747253
predicted RNA	0,868114543	0,517073171	M145vsMGM12	1,933962263
SCO5151	0,010914869	0,63902439	M145vsMGM12	1,564885497
SCO1214	0,227488509	0,873170732	M145vsMGM12	1,145251396
SCO6565	0,111724591	0,87804878	M145vsMGM12	1,13888889
predicted RNA	1	1,531707317	M145vsMGM12	0,652866242
SCO3367	0,038365948	0,694174757	M145vsMGM12	1,440559441
SCO5061	0,270432609	1,038834951	M145vsMGM12	0,962616823
SCO2114	0,955336755	1,165048544	M145vsMGM12	0,858333333
SCO1845	0,239545791	1,247572816	M145vsMGM12	0,80155642
SCO2048	0,007323771	0,61352657	M145vsMGM12	1,62992126
SCO5336	0,183110461	0,893719807	M145vsMGM12	1,118918919
SCO3710	0,120168136	1,096618357	M145vsMGM12	0,911894274
SCO2225	1	1,371980676	M145vsMGM12	0,72887324
SCO4184	1	2,144927536	M145vsMGM12	0,466216216
predicted RNA	0,071174238	0,317307692	M145vsMGM12	3,151515155
predicted RNA	0,254334248	0,610576923	M145vsMGM12	1,637795276
SCO4498	0,15423447	0,942307692	M145vsMGM12	1,06122449
predicted RNA	0,882195313	1,913461538	M145vsMGM12	0,522613065
SCO6769	0,125157992	0,889952153	M145vsMGM12	1,123655914
SCO6008	0,191595253	0,928229665	M145vsMGM12	1,077319588
SCO2233	0,445406926	0,990430622	M145vsMGM12	1,009661836
SCO2202	0,422370312	1,009569378	M145vsMGM12	0,990521327
predicted RNA	0,579819984	1,090909091	M145vsMGM12	0,916666667
predicted RNA	0,632546775	1,114832536	M145vsMGM12	0,896995708
SCO1675	0,947100966	1,153110048	M145vsMGM12	0,867219917
SCO3069	0,923210117	1,267942584	M145vsMGM12	0,788679245
predicted RNA	1	1,320574163	M145vsMGM12	0,757246377
predicted RNA	3,30E-04	0,295238095	M145vsMGM12	3,387096777
SCO3693	0,095618852	0,80952381	M145vsMGM12	1,235294117
SCO1663	0,224099341	1,166666667	M145vsMGM12	0,857142857
SCO2084	0,3558888	1,342857143	M145vsMGM12	0,744680851
predicted RNA	0,308610545	0,682464455	M145vsMGM12	1,465277778
SCO7258	0,077246086	0,748815166	M145vsMGM12	1,335443038
SCO2206	0,099062701	0,753554502	M145vsMGM12	1,327044026
SCO5540	0,006893298	0,862559242	M145vsMGM12	1,159340659
predicted RNA	0,562978545	1,08056872	M145vsMGM12	0,925438597
SCO3395	0,228590994	1,090047393	M145vsMGM12	0,917391305
predicted RNA	1	1,402843602	M145vsMGM12	0,712837838
SCO5472	0,372699713	1,402843602	M145vsMGM12	0,712837838
SCO2949	0,568757111	1,758293839	M145vsMGM12	0,568733154
