"logFC","FDR","gene","add_variable","start","end","width","strand"
-0.365,0.005832,"SCO0246","solid culture",234870,236207,1338,"-"
-0.3653,0.057634,"SCO1131","solid culture",1188324,1189481,1158,"-"
-0.3658,0.005812,"SCO5027","solid culture",5460757,5461950,1194,"-"
-0.3659,0.001814,"SCO6986","solid culture",7753893,7754939,1047,"+"
-0.366,0.048011,"SCO6535","solid culture",7226553,7230248,3696,"-"
-0.3662,0.005539,"SCO1825","solid culture",1956291,1956929,639,"+"
-0.3663,0.035189,"SCO6748","solid culture",7504838,7505611,774,"-"
-0.3667,0.010206,"SCO2283","solid culture",2452574,2453629,1056,"-"
-0.3673,0.20403,"SCO0229","solid culture",219302,220150,849,"+"
-0.3676,0.023427,"SCO7125","solid culture",7917541,7918281,741,"-"
-0.3676,0.000681,"SCO2491","solid culture",2681817,2682749,933,"-"
-0.3678,0.102395,"SCO7119","solid culture",7908808,7909746,939,"+"
-0.368,0.003578,"SCO6060","solid culture",6652235,6653623,1389,"+"
-0.3689,0.036765,"SCO0513","solid culture",547809,548900,1092,"+"
-0.3691,0.141925,"SCO7596","solid culture",8422299,8423870,1572,"-"
-0.3694,0.014654,"SCO3240","solid culture",3592179,3592889,711,"-"
-0.3695,0.008589,"SCO4528","solid culture",4949109,4950017,909,"+"
-0.37,0.148701,"SCO4980","solid culture",5418400,5419350,951,"-"
-0.3707,0.076985,"SCO3903","solid culture",4300309,4301340,1032,"-"
-0.3709,0.198572,"SCO5326","solid culture",5796324,5796578,255,"-"
-0.371,0.056944,"SCO0527","solid culture",558812,559015,204,"-"
-0.3712,0.017736,"SCO2441","solid culture",2619547,2620149,603,"+"
-0.3713,0.087161,"SCO1215","solid culture",1286676,1287626,951,"+"
-0.3715,0.032871,"SCO0989","solid culture",1043990,1044394,405,"-"
-0.3718,0.018457,"SCO5355","solid culture",5823511,5824569,1059,"+"
-0.372,0.108463,"SCO0238","solid culture",226481,227008,528,"+"
-0.3721,0.233192,"SCO4213","solid culture",4621091,4622725,1635,"+"
-0.3725,0.402257,"SCO1649","solid culture",1764052,1764357,306,"+"
-0.373,0.016884,"SCO4450","solid culture",4872011,4872658,648,"+"
-0.3733,0.216958,"SCO5731","solid culture",6249911,6251263,1353,"-"
-0.3739,0.029948,"SCO6850","solid culture",7623285,7624064,780,"-"
-0.3741,0.070778,"SCO7277","solid culture",8084920,8085375,456,"+"
-0.3742,0.030656,"SCO3226","solid culture",3538679,3539347,669,"+"
-0.3743,0.029223,"SCO1362","solid culture",1439866,1440840,975,"-"
-0.3748,0.001256,"SCO0291","solid culture",283798,284700,903,"+"
-0.3751,0.034077,"SCO4625","solid culture",5047663,5048670,1008,"-"
-0.3753,0.070747,"SCO0290","solid culture",282491,283801,1311,"+"
-0.3758,0.273848,"SCO4058","solid culture",4450575,4451078,504,"+"
-0.3759,0.031111,"SCO4753","solid culture",5165081,5165353,273,"+"
-0.376,0.034047,"SCO6451","solid culture",7135277,7136905,1629,"+"
-0.376,0.125979,"SCO6332","solid culture",6990537,6990734,198,"-"
-0.3764,0.001041,"SCO3099","solid culture",3394340,3395641,1302,"-"
-0.3764,0.012117,"SCO0252","solid culture",240876,242123,1248,"-"
-0.3765,0.010265,"SCO3245","solid culture",3596708,3597970,1263,"-"
-0.3766,0.004405,"SCO3385","solid culture",3749036,3750247,1212,"+"
-0.377,0.018295,"SCO1333","solid culture",1410027,1410995,969,"+"
-0.3771,0.020217,"SCO5097","solid culture",5538270,5539100,831,"+"
-0.3772,0.022419,"SCO6112","solid culture",6715766,6716659,894,"-"
-0.3772,0.139047,"SCO1978","solid culture",2117630,2117905,276,"-"
-0.3778,0.317607,"SCO2156","solid culture",2318491,2319450,960,"-"
-0.378,0.020003,"SCO3709","solid culture",4085317,4085871,555,"-"
-0.378,0.01149,"SCO0985","solid culture",1038243,1040561,2319,"+"
-0.378,0.184297,"SCO3495","solid culture",3860040,3860717,678,"-"
-0.3781,0.000585,"SCO2036","solid culture",2187211,2188026,816,"-"
-0.3781,0.04146,"SCO6877","solid culture",7645403,7646185,783,"-"
-0.3785,0.129584,"SCO5519","solid culture",6012130,6013056,927,"+"
-0.3786,0.003474,"SCO4155","solid culture",4571671,4573116,1446,"-"
-0.3788,0.100396,"SCO3998","solid culture",4392274,4393617,1344,"-"
-0.3794,0.015556,"SCO2623","solid culture",2849992,2850486,495,"-"
-0.3798,0.028594,"SCO4935","solid culture",5370069,5371559,1491,"+"
-0.3803,0.113285,"SCO6426","solid culture",7095676,7096188,513,"+"
-0.3804,0.033864,"SCO5838","solid culture",6390565,6391953,1389,"+"
-0.3812,0.001256,"SCO3853","solid culture",4238399,4239112,714,"-"
-0.3813,0.013005,"SCO6704","solid culture",7456000,7456464,465,"+"
-0.3814,0.020003,"SCO7231","solid culture",8036497,8038008,1512,"+"
-0.3816,0.024925,"SCO7602","solid culture",8429126,8429713,588,"+"
-0.3819,0.051941,"SCO3668","solid culture",4048460,4048915,456,"-"
-0.3819,0.007847,"SCO7430","solid culture",8244126,8244812,687,"+"
-0.3825,0.111507,"SCO3411","solid culture",3777456,3778367,912,"-"
-0.3826,0.004262,"SCO4386","solid culture",4802849,4803460,612,"+"
-0.3831,0.012296,"SCO3057","solid culture",3349758,3350888,1131,"-"
-0.3832,0.00696,"SCO2549","solid culture",2747664,2750867,3204,"-"
-0.3832,0.119931,"SCO4310","solid culture",4722782,4723078,297,"+"
-0.3833,0.043819,"SCO5239","solid culture",5700131,5701606,1476,"+"
-0.3839,0.002136,"SCO4162","solid culture",4578354,4579667,1314,"+"
-0.3856,0.108653,"SCO0251","solid culture",240559,240843,285,"-"
-0.3858,0.018692,"SCO2173","solid culture",2336218,2337411,1194,"+"
-0.3866,0.059845,"SCO4812","solid culture",5240239,5241036,798,"-"
-0.3869,0.000223,"SCO1761","solid culture",1882015,1883100,1086,"-"
-0.3871,0.007251,"SCO0814","solid culture",863278,864732,1455,"+"
-0.3873,0.182345,"SCO3694","solid culture",4074756,4075130,375,"-"
-0.3876,0.018996,"SCO0307","solid culture",303084,303971,888,"+"
-0.3878,0.023291,"SCO1439","solid culture",1535782,1536054,273,"-"
-0.3879,0.075457,"SCO4584","solid culture",5006187,5007449,1263,"+"
-0.3883,0.198256,"SCO0211","solid culture",201374,202090,717,"+"
-0.3887,0.005696,"SCO2184","solid culture",2351510,2352493,984,"+"
-0.3889,0.157312,"SCO2382","solid culture",2551706,2551903,198,"+"
-0.3889,0.13882,"SCO0589","solid culture",631216,632103,888,"-"
-0.3891,0.130144,"SCO7178","solid culture",7978110,7978478,369,"+"
-0.3891,0.000742,"SCO6258","solid culture",6880298,6881338,1041,"+"
-0.3892,0.02369,"SCO5694","solid culture",6203922,6205178,1257,"+"
-0.3892,0.002796,"SCO1186","solid culture",1258218,1259243,1026,"+"
-0.3896,0.166454,"SCO4547","solid culture",4962778,4963845,1068,"+"
-0.3903,0.00184,"SCO7529","solid culture",8347854,8348954,1101,"+"
-0.3905,0.167099,"SCO0805","solid culture",851911,853212,1302,"-"
-0.3907,0.059888,"SCO5876","solid culture",6431627,6432298,672,"-"
-0.3912,0.001859,"SCO7517","solid culture",8332218,8333516,1299,"+"
-0.3912,0.067441,"SCO7164","solid culture",7959459,7961477,2019,"-"
-0.3917,0.011444,"SCO6934","solid culture",7700261,7700728,468,"-"
-0.3919,0.000113,"SCO5034","solid culture",5469633,5471969,2337,"-"
-0.3928,0.012408,"SCO5503","solid culture",5990841,5991425,585,"+"
-0.3929,0.020165,"SCO5043","solid culture",5482101,5483561,1461,"-"
-0.393,0.001636,"SCO6491","solid culture",7184289,7184681,393,"-"
-0.3936,0.005205,"SCO7562","solid culture",8385161,8385997,837,"-"
-0.3936,0.048373,"SCO4472","solid culture",4890549,4891220,672,"+"
-0.394,8.2e-05,"SCO2316","solid culture",2486736,2487833,1098,"-"
-0.3948,0.007936,"SCO5843","solid culture",6397754,6398341,588,"+"
-0.3949,0.082071,"SCO5290","solid culture",5765214,5765666,453,"+"
-0.3952,0.438507,"SCO0112","solid culture",92773,92928,156,"-"
-0.3952,0.034837,"SCO0697","solid culture",738595,739482,888,"+"
-0.3953,0.057834,"SCO5832","solid culture",6382802,6383974,1173,"+"
-0.3956,0.173265,"SCO7059","solid culture",7848220,7848921,702,"-"
-0.3964,0.069262,"SCO0024","solid culture",NA,NA,NA,NA
-0.3974,0.167832,"SCO4077","solid culture",4470929,4471201,273,"+"
-0.3976,0.108803,"SCO4292","solid culture",4707339,4708283,945,"-"
-0.3978,0.091988,"SCO6244","solid culture",6867543,6868166,624,"-"
-0.398,0.008367,"SCO5974","solid culture",6547561,6548856,1296,"-"
-0.3981,0.086572,"SCO6897","solid culture",7662258,7662569,312,"+"
-0.3983,0.015005,"SCO6810","solid culture",7572343,7572801,459,"-"
-0.3987,0.015762,"SCO2086","solid culture",2239278,2240693,1416,"-"
-0.3989,0.082052,"SCO4026","solid culture",4423549,4424019,471,"-"
-0.3989,0.038424,"SCO6178","solid culture",6783029,6783811,783,"-"
-0.399,0.036454,"SCO4807","solid culture",5234328,5234783,456,"+"
-0.3993,0.059555,"SCO1180","solid culture",1243639,1244799,1161,"+"
-0.3993,0.007361,"SCO5901","solid culture",6467755,6469131,1377,"+"
-0.3999,0.010148,"SCO0907","solid culture",951968,952858,891,"-"
-0.4005,0.009917,"SCO6055","solid culture",6647790,6648371,582,"-"
-0.4007,0.121964,"SCO6360","solid culture",7020934,7021872,939,"+"
-0.4012,0.004874,"SCO1132","solid culture",1189474,1191621,2148,"-"
-0.4017,0.242036,"SCO6983","solid culture",7751075,7751488,414,"+"
-0.4017,0.080754,"SCO0860","solid culture",906052,908340,2289,"-"
-0.4024,0.006835,"SCO4672","solid culture",5103076,5104845,1770,"-"
-0.4024,0.070779,"SCO2327","solid culture",2498289,2498675,387,"-"
-0.4026,0.016517,"SCO4680","solid culture",5109911,5110801,891,"-"
-0.4029,0.106081,"SCO3896","solid culture",4290216,4291667,1452,"+"
-0.4032,0.000452,"SCO3769","solid culture",4142257,4142994,738,"-"
-0.4044,0.012515,"SCO1859","solid culture",1992485,1993504,1020,"+"
-0.405,0.011401,"SCO2280","solid culture",2449644,2450291,648,"-"
-0.4051,0.188456,"SCO3882","solid culture",4273654,4274028,375,"+"
-0.4053,0.079188,"SCO3858","solid culture",4242512,4243288,777,"-"
-0.4054,0.067343,"SCO3520","solid culture",3888872,3889636,765,"+"
-0.4056,0.001814,"SCO2933","solid culture",3184552,3185520,969,"+"
-0.4057,0.414788,"SCO4319","solid culture",4731490,4731672,183,"-"
-0.406,0.056804,"SCO6386","solid culture",7053632,7054015,384,"+"
-0.4063,0.228461,"SCO5363","solid culture",5833218,5833718,501,"+"
-0.4064,0.015829,"SCO7053","solid culture",7843684,7844103,420,"-"
-0.4068,0.02609,"SCO1402","solid culture",1487176,1490007,2832,"-"
-0.4069,0.002926,"SCO5404","solid culture",5875963,5877399,1437,"+"
-0.407,0.005369,"SCO1074","solid culture",1134157,1135512,1356,"+"
-0.4074,0.013538,"SCO3148","solid culture",3449047,3449946,900,"-"
-0.4083,0.019328,"SCO7792","solid culture",8617566,8617886,321,"-"
-0.4083,0.008988,"SCO6846","solid culture",7619557,7619880,324,"-"
-0.4086,0.000894,"SCO2439","solid culture",2617790,2618650,861,"-"
-0.4087,0.054017,"SCO2364","solid culture",2533506,2534501,996,"+"
-0.4089,0.186956,"SCO2508","solid culture",2706801,2707220,420,"+"
-0.4092,0.0098,"SCO4825","solid culture",5254825,5255361,537,"+"
-0.4093,0.003698,"SCO3277","solid culture",3621404,3622270,867,"-"
-0.4096,0.026729,"SCO1725","solid culture",1845443,1846249,807,"-"
-0.4099,0.296243,"SCO0861","solid culture",908340,908549,210,"-"
-0.4105,0.000595,"SCO4197","solid culture",4606581,4607048,468,"+"
-0.4107,0.028994,"SCO7163","solid culture",7958644,7959456,813,"-"
-0.4107,0.304554,"SCO3472","solid culture",3832988,3833251,264,"-"
-0.4114,0.004846,"SCO1587","solid culture",1696856,1698298,1443,"-"
-0.4125,0.04495,"SCO7502","solid culture",8314675,8315715,1041,"-"
-0.4126,0.001486,"SCO6135","solid culture",6736851,6737525,675,"-"
-0.4131,0.243535,"SCO4504","solid culture",4924984,4925628,645,"-"
-0.4132,0.012851,"SCO1918","solid culture",2052116,2052436,321,"-"
-0.4132,0.001472,"SCO1139","solid culture",1197776,1198321,546,"+"
-0.4133,0.009763,"SCO0864","solid culture",911343,911939,597,"-"
-0.4137,0.008968,"SCO0800","solid culture",846917,847534,618,"-"
-0.4143,0.016319,"SCO6754","solid culture",7511187,7512209,1023,"+"
-0.4147,0.04458,"SCO0065","solid culture",51831,53144,1314,"+"
-0.415,0.001226,"SCO1475","solid culture",1575452,1577602,2151,"-"
-0.415,0.052575,"SCO0363","solid culture",368143,369252,1110,"+"
-0.4151,0.178535,"SCO1000","solid culture",1055883,1056995,1113,"-"
-0.4151,0.012739,"SCO2281","solid culture",2450354,2451040,687,"-"
-0.416,0.004405,"SCO5763","solid culture",6302319,6303089,771,"+"
-0.4161,0.010975,"SCO4160","solid culture",4577223,4578059,837,"+"
-0.4168,0.000538,"SCO4315","solid culture",4726384,4727073,690,"+"
-0.4168,0.03958,"SCO0247","solid culture",236782,237807,1026,"+"
-0.4169,0.043179,"SCO5252","solid culture",5713322,5713906,585,"+"
-0.4172,0.034926,"SCO3873","solid culture",4260741,4263314,2574,"-"
-0.4175,0.035111,"SCO4925","solid culture",5358799,5359008,210,"-"
-0.4182,0.022664,"SCO5425","solid culture",5895700,5897793,2094,"-"
-0.4182,0.021956,"SCO6068","solid culture",6658857,6659276,420,"-"
-0.4183,0.011243,"SCO0621","solid culture",661707,662291,585,"+"
-0.4185,0.201931,"SCO5564","solid culture",6062059,6062244,186,"-"
-0.4195,0.370384,"SCO0888","solid culture",933708,934271,564,"+"
-0.4199,0.050005,"SCO3586","solid culture",3964141,3965133,993,"-"
-0.4213,0.022999,"SCO0306","solid culture",302056,302961,906,"-"
-0.4214,0.012893,"SCO5764","solid culture",6303086,6303394,309,"+"
-0.4217,0.085951,"SCO1446","solid culture",1543064,1543432,369,"+"
-0.4231,0.042523,"SCO5049","solid culture",5488832,5489422,591,"-"
-0.4231,0.161078,"SCO4123","solid culture",4535862,4536530,669,"-"
-0.4234,0.120476,"SCO3839","solid culture",4222523,4222852,330,"-"
-0.4236,0.051893,"SCO7462","solid culture",8275745,8276512,768,"-"
-0.4237,0.019317,"SCO4754","solid culture",5165438,5166505,1068,"+"
-0.424,0.021063,"SCO2178","solid culture",2341371,2342219,849,"-"
-0.4246,0.05652,"SCO3964","solid culture",4364694,4366736,2043,"-"
-0.4247,0.000396,"SCO1286","solid culture",1357085,1358209,1125,"-"
-0.4249,0.096888,"SCO1658","solid culture",1776737,1777501,765,"+"
-0.4255,0.360433,"SCO0222","solid culture",214913,215446,534,"+"
-0.4261,0.117909,"SCO5936","solid culture",6505626,6505787,162,"-"
-0.4264,0.008077,"SCO2225","solid culture",2388485,2388844,360,"-"
-0.4265,0.002551,"SCO7307","solid culture",8114185,8115087,903,"-"
-0.4266,0.007486,"SCO3301","solid culture",3649764,3650615,852,"+"
-0.4268,0.015734,"SCO5927","solid culture",6495872,6496093,222,"-"
-0.4268,0.000877,"SCO0372","solid culture",383578,386592,3015,"-"
-0.427,0.192036,"SCO5722","solid culture",6242668,6243909,1242,"+"
-0.427,0.050539,"SCO2497","solid culture",2690476,2691696,1221,"-"
-0.4272,0.185254,"SCO2176","solid culture",2339770,2340510,741,"-"
-0.4273,3e-05,"SCO5025","solid culture",5458994,5459911,918,"+"
-0.4274,0.001916,"SCO3308","solid culture",3659641,3661035,1395,"-"
-0.4278,0.001294,"SCO1917","solid culture",2051523,2052116,594,"-"
-0.428,0.003121,"SCO6054","solid culture",6646291,6647781,1491,"-"
-0.4283,0.088793,"SCO1462","solid culture",1559931,1560284,354,"-"
-0.4284,0.030579,"SCO3155","solid culture",3456597,3457136,540,"+"
-0.4285,0.250468,"SCO1485","solid culture",1588544,1589119,576,"-"
-0.429,0.086221,"SCO4718","solid culture",5135723,5136106,384,"+"
-0.4294,0.013765,"SCO6943","solid culture",7706226,7707743,1518,"-"
-0.4295,0.153403,"SCO7639","solid culture",8468385,8468807,423,"+"
-0.4299,0.022751,"SCO5687","solid culture",6193381,6194421,1041,"+"
-0.4301,0.010204,"SCO5883","solid culture",6440423,6441208,786,"-"
-0.4303,0.027536,"SCO0365","solid culture",370066,370812,747,"+"
-0.4303,0.096386,"SCO2474","solid culture",2665196,2666839,1644,"+"
-0.4304,0.021545,"SCO2362","solid culture",2529534,2532053,2520,"-"
-0.4306,0.003016,"SCO2142","solid culture",2302365,2303729,1365,"+"
-0.4309,0.060532,"SCO2643","solid culture",2873770,2876343,2574,"+"
-0.4316,0.026762,"SCO6288","solid culture",6947584,6948414,831,"+"
-0.4319,0.119676,"SCO2957","solid culture",3214479,3215057,579,"-"
-0.4326,0.164981,"SCO5724","solid culture",6244538,6244912,375,"+"
-0.4327,0.000888,"SCO5378","solid culture",5847867,5849063,1197,"-"
-0.4328,0.050767,"SCO4775","solid culture",5189098,5191251,2154,"+"
-0.433,0.064133,"SCO3764","solid culture",4137713,4138738,1026,"-"
-0.4332,0.033985,"SCO6802","solid culture",7562872,7563450,579,"+"
-0.4341,0.01474,"SCO4650","solid culture",5074267,5075124,858,"+"
-0.435,0.093713,"SCO7103","solid culture",7893453,7893752,300,"-"
-0.4351,0.000297,"SCO1325","solid culture",1400584,1401057,474,"+"
-0.4355,0.01712,"SCO6031","solid culture",6620001,6621068,1068,"+"
-0.4356,0.007182,"SCO6138","solid culture",6739546,6740469,924,"+"
-0.4359,0.018009,"SCO5528","solid culture",6022748,6023350,603,"+"
-0.4361,0.003535,"SCO5223","solid culture",5682098,5683483,1386,"+"
-0.4368,0.126608,"SCO4100","solid culture",4499727,4500119,393,"+"
-0.4371,0.085647,"SCO5851","solid culture",6407079,6408017,939,"+"
-0.4372,0.013328,"SCO3684","solid culture",4066804,4067394,591,"-"
-0.4378,0.011196,"SCO7376","solid culture",8189725,8190453,729,"-"
-0.438,0.13364,"SCO5458","solid culture",5945149,5946351,1203,"+"
-0.4381,0.03426,"SCO5948","solid culture",6515947,6517140,1194,"+"
-0.4388,0.085857,"SCO2636","solid culture",2864407,2865597,1191,"+"
-0.4389,0.090201,"SCO6455","solid culture",7139838,7140506,669,"+"
-0.4392,0.00183,"SCO5509","solid culture",5997336,5998268,933,"-"
-0.4392,0.128918,"SCO6562","solid culture",7263373,7264344,972,"-"
-0.4397,0.06237,"SCO4741","solid culture",5155213,5155785,573,"-"
-0.442,0.00389,"SCO5766","solid culture",6304454,6304648,195,"+"
-0.4421,0.008861,"SCO6103","solid culture",6702969,6703541,573,"-"
-0.4421,0.013701,"SCO4393","solid culture",4809858,4810613,756,"-"
-0.4422,0.005515,"SCO5844","solid culture",6398341,6399534,1194,"+"
-0.4426,0.15109,"SCO1401","solid culture",1486745,1487179,435,"-"
-0.4428,0.154078,"SCO4539","solid culture",4956659,4957264,606,"-"
-0.4432,0.033725,"SCO4764","solid culture",5176428,5177201,774,"-"
-0.4435,0.037798,"SCO1487","solid culture",1590407,1591387,981,"-"
-0.4438,0.000365,"SCO2399","solid culture",2570546,2571427,882,"+"
-0.4439,0.008319,"SCO3355","solid culture",3714378,3715304,927,"+"
-0.445,0.005132,"SCO3303","solid culture",3652259,3654001,1743,"-"
-0.4451,0.212881,"SCO4262","solid culture",4675239,4675586,348,"+"
-0.4455,0.000953,"SCO5813","solid culture",6357219,6357857,639,"+"
-0.4457,0.16511,"SCO4599","solid culture",5023578,5024018,441,"+"
-0.4462,0.011444,"SCO1864","solid culture",1998468,1998980,513,"+"
-0.4467,0.046139,"SCO6967","solid culture",7733254,7734441,1188,"+"
-0.447,0.18243,"SCO7383","solid culture",8194767,8195147,381,"+"
-0.4473,0.03207,"SCO6866","solid culture",7637267,7638457,1191,"-"
-0.4475,0.018449,"SCO1642","solid culture",1756582,1757634,1053,"+"
-0.4476,0.087161,"SCO0518","solid culture",NA,NA,NA,NA
-0.4483,0.11163,"SCO7086","solid culture",7873600,7873947,348,"-"
-0.4484,0.007614,"SCO3331","solid culture",3682630,3683877,1248,"-"
-0.4484,0.009961,"SCO2098","solid culture",2255534,2256349,816,"-"
-0.4486,0.002095,"SCO2576","solid culture",2782944,2783615,672,"-"
-0.4489,0.08924,"SCO5625","solid culture",6124521,6125357,837,"+"
-0.449,0.035968,"SCO5365","solid culture",5835206,5836510,1305,"+"
-0.449,0.173265,"SCO3803","solid culture",4183333,4183737,405,"-"
-0.4497,0.029633,"SCO2219","solid culture",2382545,2383162,618,"+"
-0.4502,0.124204,"SCO2041","solid culture",2191109,2191360,252,"-"
-0.4504,0.006717,"SCO3332","solid culture",3683901,3684617,717,"-"
-0.4505,0.000466,"SCO3315","solid culture",3666265,3666957,693,"+"
-0.4512,0.064743,"SCO4259","solid culture",4671614,4673686,2073,"-"
-0.4521,0.000622,"SCO5449","solid culture",5931782,5933599,1818,"-"
-0.4529,0.021258,"SCO1066","solid culture",1126535,1127557,1023,"+"
-0.4538,0.133721,"SCO6561","solid culture",7261448,7263376,1929,"-"
-0.4541,0.005515,"SCO0659","solid culture",696248,697354,1107,"+"
-0.4547,0.017691,"SCO1436","solid culture",1532832,1534163,1332,"-"
-0.455,0.000963,"SCO3075","solid culture",3368495,3369364,870,"-"
-0.455,0.154554,"SCO6282","solid culture",6941746,6942543,798,"-"
-0.4554,0.036227,"SCO0102","solid culture",84893,85339,447,"+"
-0.4556,0.081827,"SCO3843","solid culture",4227374,4228246,873,"+"
-0.456,0.011367,"SCO5737","solid culture",6259773,6261992,2220,"+"
-0.4562,0.144055,"SCO0215","solid culture",204881,205888,1008,"-"
-0.4563,0.000265,"SCO1190","solid culture",1262509,1264110,1602,"-"
-0.4563,0.228075,"SCO4578","solid culture",4999466,4999690,225,"-"
-0.4563,0.031452,"SCO0366","solid culture",370809,371876,1068,"+"
-0.4566,0.001084,"SCO1147","solid culture",1205898,1207775,1878,"+"
-0.4571,0.136545,"SCO0176","solid culture",165460,165855,396,"+"
-0.4573,0.019332,"SCO3168","solid culture",3470354,3473869,3516,"+"
-0.4574,0.162009,"SCO0980","solid culture",NA,NA,NA,NA
-0.4578,0.035823,"SCO3941","solid culture",4336537,4337643,1107,"-"
-0.4579,0.002989,"SCO7619","solid culture",8445701,8446105,405,"+"
-0.4579,0.001939,"SCO2756","solid culture",3002574,3003509,936,"-"
-0.4589,0.007044,"SCO2631","solid culture",2857300,2858685,1386,"+"
-0.4603,0.015592,"SCO2297","solid culture",2466581,2467363,783,"+"
-0.4603,0.043689,"SCO6756","solid culture",7512975,7513847,873,"+"
-0.4608,0.053668,"SCO2374","solid culture",2544733,2545416,684,"+"
-0.461,0.024167,"SCO0739","solid culture",781386,782312,927,"-"
-0.4612,0.059586,"SCO2479","solid culture",2670321,2670863,543,"+"
-0.4615,0.078114,"SCO4144","solid culture",4558596,4559762,1167,"-"
-0.4615,0.020562,"SCO0114","solid culture",93292,93549,258,"-"
-0.4615,0.020562,"SCO0114","solid culture",93593,94117,525,"-"
-0.462,0.022957,"SCO6437","solid culture",7119848,7121122,1275,"+"
-0.4623,0.025994,"SCO6752","solid culture",7508594,7510411,1818,"+"
-0.4627,0.000527,"SCO4525","solid culture",4945864,4946745,882,"+"
-0.4631,0.016403,"SCO5649","solid culture",6148202,6149002,801,"+"
-0.4633,0.265661,"SCO3989","solid culture",4387240,4387509,270,"+"
-0.4637,0.049695,"SCO6868","solid culture",7638950,7640056,1107,"-"
-0.4637,0.041813,"SCO1450","solid culture",1546564,1548000,1437,"+"
-0.464,0.00494,"SCO1671","solid culture",1790845,1793163,2319,"+"
-0.4646,0.069175,"SCO3722","solid culture",4096845,4097198,354,"-"
-0.4647,0.09361,"SCO0282","solid culture",272892,273656,765,"+"
-0.4654,0.003734,"SCO6487","solid culture",7179429,7180760,1332,"+"
-0.4655,0.048002,"SCO5767","solid culture",6304820,6306028,1209,"+"
-0.4655,0.006061,"SCO6430","solid culture",7106284,7108176,1893,"+"
-0.4664,0.071559,"SCO3274","solid culture",3618476,3618922,447,"+"
-0.4665,0.015899,"SCO1225","solid culture",1295526,1297040,1515,"+"
-0.467,0.038329,"SCO4087","solid culture",4480933,4482000,1068,"+"
-0.4671,0.006541,"SCO3884","solid culture",4275343,4275855,513,"+"
-0.4681,0.014587,"SCO6022","solid culture",6605637,6607259,1623,"+"
-0.4683,0.082835,"SCO0198","solid culture",187992,188858,867,"-"
-0.4684,0.018688,"SCO1786","solid culture",1909671,1910798,1128,"-"
-0.4689,0.047299,"SCO1509","solid culture",1613440,1614147,708,"-"
-0.469,0.042188,"SCO2626","solid culture",2853163,2854005,843,"-"
-0.4694,0.00218,"SCO7538","solid culture",8359215,8360183,969,"+"
-0.4695,0.015355,"SCO5607","solid culture",6108466,6108660,195,"+"
-0.4701,0.002209,"SCO1818","solid culture",1948453,1949721,1269,"+"
-0.4707,0.013844,"SCO6359","solid culture",7019506,7020435,930,"+"
-0.4715,0.052563,"SCO3707","solid culture",4084035,4084604,570,"-"
-0.4716,0.015436,"SCO3811","solid culture",4189937,4190881,945,"+"
-0.4717,0.00451,"SCO1099","solid culture",1156289,1158022,1734,"-"
-0.4718,0.031497,"SCO6420","solid culture",7089432,7090445,1014,"-"
-0.4724,0.005051,"SCO4459","solid culture",4881117,4881521,405,"-"
-0.4726,0.035352,"SCO6097","solid culture",6697066,6698421,1356,"-"
-0.4727,0.017993,"SCO5563","solid culture",6061164,6061973,810,"+"
-0.4727,0.001123,"SCO4083","solid culture",4476421,4477734,1314,"+"
-0.4732,0.005428,"SCO7123","solid culture",7913374,7914627,1254,"-"
-0.474,0.050432,"SCO3028","solid culture",3310820,3312184,1365,"-"
-0.474,0.048511,"SCO3597","solid culture",3974012,3974824,813,"-"
-0.4742,0.059681,"SCO7656","solid culture",8483077,8483598,522,"+"
-0.4744,0.040421,"SCO7217","solid culture",8021287,8022063,777,"+"
-0.4748,0.006492,"SCO5791","solid culture",6327656,6328594,939,"+"
-0.4752,0.024441,"SCO3383","solid culture",3746563,3747576,1014,"-"
-0.4753,0.062892,"SCO0784","solid culture",831835,832518,684,"+"
-0.4753,0.092255,"SCO5951","solid culture",6519692,6520303,612,"+"
-0.4754,0.059711,"SCO3844","solid culture",4228257,4228775,519,"+"
-0.4758,0.000211,"SCO7496","solid culture",8308033,8308884,852,"-"
-0.476,0.029088,"SCO3997","solid culture",NA,NA,NA,NA
-0.476,0.003201,"SCO3234","solid culture",3584822,3585724,903,"+"
-0.4761,0.006019,"SCO1464","solid culture",1561471,1562157,687,"-"
-0.4761,0.075181,"SCO0600","solid culture",639859,640704,846,"+"
-0.4762,0.011468,"SCO0606","solid culture",646345,647319,975,"+"
-0.4763,0.031748,"SCO2946","solid culture",3202209,3203507,1299,"-"
-0.4766,0.054554,"SCO2185","solid culture",2352501,2352923,423,"+"
-0.4767,0.000854,"SCO0123","solid culture",101656,103002,1347,"-"
-0.4772,0.007695,"SCO7548","solid culture",8371292,8372236,945,"+"
-0.4774,0.000118,"SCO6703","solid culture",7455008,7455790,783,"-"
-0.4784,0.007767,"SCO3587","solid culture",3965144,3965737,594,"-"
-0.4787,0.02592,"SCO5558","solid culture",6056492,6057286,795,"+"
-0.4787,0.017995,"SCO1294","solid culture",1368938,1370161,1224,"-"
-0.4787,0.004118,"SCO2430","solid culture",2605550,2608351,2802,"+"
-0.4789,0.450671,"SCO0968","solid culture",1020695,1021237,543,"-"
-0.4789,0.252269,"SCO0273","solid culture",263285,264634,1350,"+"
-0.479,0.0018,"SCO4374","solid culture",4788577,4789464,888,"+"
