"gene","add_variable","logFC","FDR","start","end","strand"
"vnz_02860","DbldCvsWT10h",0.514775286472022,0.135770279166936,687782,689080,"-"
"vnz_02860","DbldCcsWT14h",0.039297278929275,0.917546150706064,687782,689080,"-"
"vnz_34065","DbldCvsWT10h",-0.987983309687483,0.396427630022574,7558559,7559389,"+"
"vnz_34065","DbldCcsWT14h",-1.98996471428641,0.135893283048445,7558559,7559389,"+"
"vnz_10910","DbldCvsWT10h",-0.405024379554825,0.136101290232006,2403738,2405234,"+"
"vnz_10910","DbldCcsWT14h",0.116017106314622,0.651484866966889,2403738,2405234,"+"
"vnz_03790","DbldCvsWT10h",0.413504016479188,0.136386885381455,913554,915386,"+"
"vnz_03790","DbldCcsWT14h",-0.251537483620375,0.3192818532925,913554,915386,"+"
"vnz_25405","DbldCvsWT10h",-0.0464267207750719,0.911088345887607,5551023,5552345,"+"
"vnz_25405","DbldCcsWT14h",0.556568174514764,0.13645575071666,5551023,5552345,"+"
"vnz_03625","DbldCvsWT10h",0.745839710726365,0.136610934395108,871353,871787,"-"
"vnz_03625","DbldCcsWT14h",0.614397172317435,0.182756387961114,871353,871787,"-"
"vnz_08215","DbldCvsWT10h",0.0825268863220541,0.720519674899404,1873401,1873991,"-"
"vnz_08215","DbldCcsWT14h",0.330156152334578,0.13664626612427,1873401,1873991,"-"
"vnz_09385","DbldCvsWT10h",-0.524344753899555,0.195027483414209,2139066,2139308,"+"
"vnz_09385","DbldCcsWT14h",0.531894853462668,0.13664626612427,2139066,2139308,"+"
"vnz_14670","DbldCvsWT10h",1.39729006566016,0.13668394508887,3264002,3264223,"+"
"vnz_14670","DbldCcsWT14h",0.108791985333377,0.913962882522727,3264002,3264223,"+"
"vnz_21270","DbldCvsWT10h",0.396626288975069,0.136761710520972,4665086,4665667,"+"
"vnz_21270","DbldCcsWT14h",-0.168359428853416,0.506710668061434,4665086,4665667,"+"
"vnz_34455","DbldCvsWT10h",0.326447988813907,0.137078315191202,7645527,7646363,"+"
"vnz_34455","DbldCcsWT14h",-0.125398089426657,0.537709417899714,7645527,7646363,"+"
"vnz_12825","DbldCvsWT10h",-0.0963457715335522,0.641461536320247,2858022,2858642,"-"
"vnz_12825","DbldCcsWT14h",0.280667095202654,0.137127855686295,2858022,2858642,"-"
"vnz_03410","DbldCvsWT10h",-0.268475175383817,0.31249377975914,825985,826389,"-"
"vnz_03410","DbldCcsWT14h",-0.394313533296782,0.137421725114643,825985,826389,"-"
"vnz_32605","DbldCvsWT10h",0.417303208913159,0.137474249846165,7227771,7228427,"+"
"vnz_32605","DbldCcsWT14h",0.204553479703063,0.436719620974604,7227771,7228427,"+"
"vnz_32850","DbldCvsWT10h",0.289803321861894,0.137569478023593,7285737,7286666,"-"
"vnz_32850","DbldCcsWT14h",0.00206271682640155,0.992829820239636,7285737,7286666,"-"
"vnz_07535","DbldCvsWT10h",-0.360058815553399,0.137637214833166,1722402,1723418,"-"
"vnz_07535","DbldCcsWT14h",0.189255085964545,0.402608409290883,1722402,1723418,"-"
"vnz_18105","DbldCvsWT10h",-0.587652788895561,0.137637214833166,4003714,4004004,"+"
"vnz_18105","DbldCcsWT14h",-0.0385238583161934,0.92364445490389,4003714,4004004,"+"
"vnz_08020","DbldCvsWT10h",-0.250803141559579,0.271238774400026,1831690,1832160,"+"
"vnz_08020","DbldCcsWT14h",0.332716455141675,0.13801259725773,1831690,1832160,"+"
"vnz_00455","DbldCvsWT10h",-0.0407963388900756,0.912309135718295,101968,103101,"-"
"vnz_00455","DbldCcsWT14h",0.611560932886445,0.138458346365595,101968,103101,"-"
"vnz_27950","DbldCvsWT10h",-0.420384681273797,0.13851520980046,6139482,6139844,"+"
"vnz_27950","DbldCcsWT14h",-0.252956465631048,0.329770726606951,6139482,6139844,"+"
"vnz_31885","DbldCvsWT10h",0.874730164101742,0.138520849948608,7050954,7051805,"+"
"vnz_31885","DbldCcsWT14h",-0.0684601210910299,0.883927714941834,7050954,7051805,"+"
"vnz_00115","DbldCvsWT10h",-0.0714051163352526,0.745640529247561,21619,22425,"-"
"vnz_00115","DbldCcsWT14h",-0.305590560421302,0.138589219540542,21619,22425,"-"
"vnz_04755","DbldCvsWT10h",-0.142200083013665,0.620439568960845,1115738,1116820,"+"
"vnz_04755","DbldCcsWT14h",0.424008414956054,0.138589219540542,1115738,1116820,"+"
"vnz_17145","DbldCvsWT10h",-0.406872310701654,0.138601216815486,3794189,3795166,"-"
"vnz_17145","DbldCcsWT14h",-0.230219785964669,0.368658489577819,3794189,3795166,"-"
"vnz_02630","DbldCvsWT10h",0.401501253259749,0.138635006165176,631182,632348,"-"
"vnz_02630","DbldCcsWT14h",-0.181944688864783,0.427840738206808,631182,632348,"-"
"vnz_11770","DbldCvsWT10h",0.0688263529800647,0.771498025516639,2608386,2609771,"-"
"vnz_11770","DbldCcsWT14h",0.326938366863233,0.138756682177351,2608386,2609771,"-"
"vnz_26255","DbldCvsWT10h",0.428733107393972,0.212631405186746,5733596,5735212,"+"
"vnz_26255","DbldCcsWT14h",0.478744043063391,0.138778316807691,5733596,5735212,"+"
"vnz_18305","DbldCvsWT10h",-0.480361310032441,0.138921988217886,4045675,4046640,"+"
"vnz_18305","DbldCcsWT14h",-0.360983056496192,0.23092005069174,4045675,4046640,"+"
"vnz_30510","DbldCvsWT10h",-0.23950811872579,0.380334762766664,6732668,6733072,"+"
"vnz_30510","DbldCcsWT14h",-0.374160285661451,0.139147356485197,6732668,6733072,"+"
"vnz_02865","DbldCvsWT10h",0.453329821253762,0.292289162699763,689077,689619,"-"
"vnz_02865","DbldCcsWT14h",-0.772973124412191,0.139428725589002,689077,689619,"-"
"vnz_27310","DbldCvsWT10h",-0.345746634318475,0.139441365919104,6001415,6002620,"+"
"vnz_27310","DbldCcsWT14h",-0.0473622306308155,0.836533208211353,6001415,6002620,"+"
"vnz_08960","DbldCvsWT10h",-0.339097839383571,0.13956872367013,2040001,2041077,"+"
"vnz_08960","DbldCcsWT14h",-0.0338037700017976,0.882490384748283,2040001,2041077,"+"
"vnz_06075","DbldCvsWT10h",0.297462257460192,0.140028995440922,1400177,1401064,"-"
"vnz_06075","DbldCcsWT14h",0.271886991643616,0.159857933191694,1400177,1401064,"-"
"vnz_12195","DbldCvsWT10h",-0.288758875693778,0.152009671868985,2706795,2707364,"-"
"vnz_12195","DbldCcsWT14h",-0.286686522260976,0.140089255782882,2706795,2707364,"-"
"vnz_14735","DbldCvsWT10h",0.514253172742217,0.140121373127429,3276510,3277271,"-"
"vnz_14735","DbldCcsWT14h",-0.189495406390083,0.566588157558559,3276510,3277271,"-"
"vnz_08435","DbldCvsWT10h",-0.499338507204283,0.140210271057608,1922595,1923920,"+"
"vnz_08435","DbldCcsWT14h",0.365599458210948,0.254035427920946,1922595,1923920,"+"
"vnz_01500","DbldCvsWT10h",-0.982012184549683,0.140769315091999,338670,339527,"+"
"vnz_01500","DbldCcsWT14h",0.0628258326137067,0.903464097744801,338670,339527,"+"
"vnz_09345","DbldCvsWT10h",-0.471026947926459,0.140769315091999,2130391,2131725,"-"
"vnz_09345","DbldCcsWT14h",0.31555927817997,0.311266107493778,2130391,2131725,"-"
"vnz_03875","DbldCvsWT10h",0.796347508454797,0.141311282972585,931682,932737,"-"
"vnz_03875","DbldCcsWT14h",0.0735360397381573,0.86794950032315,931682,932737,"-"
"vnz_34230","DbldCvsWT10h",0.507386777593892,0.141319287884893,7595697,7597346,"+"
"vnz_34230","DbldCcsWT14h",-0.0789358218545593,0.819302107424785,7595697,7597346,"+"
"vnz_04450","DbldCvsWT10h",0.241189591510357,0.807516099889954,1052615,1053793,"-"
"vnz_04450","DbldCcsWT14h",1.89115471008825,0.141341772344967,1052615,1053793,"-"
"vnz_14595","DbldCvsWT10h",0.539994520355437,0.178177261898925,3247867,3249162,"-"
"vnz_14595","DbldCcsWT14h",0.570592468115382,0.141601358362841,3247867,3249162,"-"
"vnz_34995","DbldCvsWT10h",0.0101215174942835,0.985930320938129,7785725,7786567,"+"
"vnz_34995","DbldCcsWT14h",0.506042914712301,0.141601358362841,7785725,7786567,"+"
"vnz_27730","DbldCvsWT10h",-0.558195764954693,0.36039307366117,6099417,6099818,"-"
"vnz_27730","DbldCcsWT14h",-0.954032538759768,0.141605087924152,6099417,6099818,"-"
"vnz_06315","DbldCvsWT10h",0.30058281390814,0.28000934417686,1455323,1456603,"-"
"vnz_06315","DbldCcsWT14h",-0.409716359840514,0.141719495341511,1455323,1456603,"-"
"vnz_02075","DbldCvsWT10h",-0.03935233674951,0.928129078001994,467859,468929,"-"
"vnz_02075","DbldCcsWT14h",0.505029669638996,0.141806672836522,467859,468929,"-"
"vnz_24240","DbldCvsWT10h",0.542899920044036,0.142415665944018,5279814,5280608,"-"
"vnz_24240","DbldCcsWT14h",0.0915937043313178,0.791817264940349,5279814,5280608,"-"
"vnz_13765","DbldCvsWT10h",0.666832291674467,0.142474319875703,3075964,3077484,"+"
"vnz_13765","DbldCcsWT14h",0.320816641174462,0.447189989704466,3075964,3077484,"+"
"vnz_03380","DbldCvsWT10h",0.467137697683902,0.142511126441795,819831,820526,"-"
"vnz_03380","DbldCcsWT14h",0.198668751988047,0.475492472286949,819831,820526,"-"
"vnz_01655","DbldCvsWT10h",0.474517597801327,0.232146186547896,376524,377219,"+"
"vnz_01655","DbldCcsWT14h",0.53316517187673,0.142608814512332,376524,377219,"+"
"vnz_02545","DbldCvsWT10h",-3.83638272304273,0.142854339123492,606695,606874,"-"
"vnz_02545","DbldCcsWT14h",0,1,606695,606874,"-"
"vnz_14820","DbldCvsWT10h",0.296841755211748,0.576323291058335,3294554,3294973,"+"
"vnz_14820","DbldCcsWT14h",0.822351405076726,0.143081916006506,3294554,3294973,"+"
"vnz_30805","DbldCvsWT10h",-1.03747413388086,0.143156645145005,6796775,6797263,"+"
"vnz_30805","DbldCcsWT14h",0.255610885573875,0.677705030834905,6796775,6797263,"+"
"vnz_17280","DbldCvsWT10h",-0.0875292414777403,0.695100774002433,3817948,3818907,"+"
"vnz_17280","DbldCcsWT14h",0.312857050036591,0.143296123022652,3817948,3818907,"+"
"vnz_24135","DbldCvsWT10h",-0.718378789174682,0.143301922803546,5255315,5256298,"-"
"vnz_24135","DbldCcsWT14h",-0.153045676691159,0.737310601199272,5255315,5256298,"-"
"vnz_21125","DbldCvsWT10h",0.0207377754150375,0.982639565826426,4630984,4631313,"-"
"vnz_21125","DbldCcsWT14h",-0.512580103534723,0.143426654531799,4630984,4631313,"-"
"vnz_00045","DbldCvsWT10h",0.0539185054668684,0.859909173053532,6756,8356,"+"
"vnz_00045","DbldCcsWT14h",0.372335280483885,0.14355711580755,6756,8356,"+"
"vnz_36070","DbldCvsWT10h",0.739080747799146,0.144100210740177,8043133,8043381,"-"
"vnz_36070","DbldCcsWT14h",0.218311700829151,0.609965199334831,8043133,8043381,"-"
"vnz_21835","DbldCvsWT10h",-0.119172865026508,0.56964760966628,4758569,4760416,"+"
"vnz_21835","DbldCcsWT14h",0.292532988423395,0.144340417560494,4758569,4760416,"+"
"vnz_20400","DbldCvsWT10h",0.0556074753025729,0.81641650693605,4471714,4472811,"+"
"vnz_20400","DbldCcsWT14h",-0.318255156651838,0.144744114728602,4471714,4472811,"+"
"vnz_11415","DbldCvsWT10h",0.229117969425511,0.263272347957591,2519145,2520281,"-"
"vnz_11415","DbldCcsWT14h",0.291962852329551,0.14476946110205,2519145,2520281,"-"
"vnz_23795","DbldCvsWT10h",-0.0417482282024568,0.918811336285127,5176836,5177558,"+"
"vnz_23795","DbldCcsWT14h",-0.517996043745442,0.144871351943609,5176836,5177558,"+"
"vnz_23895","DbldCvsWT10h",-0.173199119047181,0.438809738779442,5200882,5204265,"+"
"vnz_23895","DbldCcsWT14h",-0.313977722847448,0.145032904191683,5200882,5204265,"+"
"vnz_14805","DbldCvsWT10h",-0.305010874210428,0.264400571967173,3292578,3292715,"+"
"vnz_14805","DbldCcsWT14h",-0.375875415982456,0.145039140599369,3292578,3292715,"+"
"vnz_10385","DbldCvsWT10h",0.119701009087946,0.930303392165269,2308869,2309267,"+"
"vnz_10385","DbldCcsWT14h",-1.45511335477806,0.14528924771231,2308869,2309267,"+"
"vnz_19695","DbldCvsWT10h",0.455577271519644,0.145416434774242,4322897,4327309,"+"
"vnz_19695","DbldCcsWT14h",0.306827460371009,0.265174821543635,4322897,4327309,"+"
"vnz_09415","DbldCvsWT10h",0.593814139584305,0.14549202628917,2142870,2143148,"+"
"vnz_09415","DbldCcsWT14h",0.0857803560140717,0.786626125745149,2142870,2143148,"+"
"vnz_19305","DbldCvsWT10h",-0.35900417227815,0.14549202628917,4252756,4253682,"-"
"vnz_19305","DbldCcsWT14h",0.25563830900883,0.277383953069238,4252756,4253682,"-"
"vnz_07345","DbldCvsWT10h",-0.111772920693973,0.705127078142729,1679108,1679716,"+"
"vnz_07345","DbldCcsWT14h",-0.406120415085488,0.145925338872184,1679108,1679716,"+"
"vnz_26975","DbldCvsWT10h",-0.875776322897193,0.146593962452199,5911781,5913076,"+"
"vnz_26975","DbldCcsWT14h",-0.558372164134021,0.256633882412509,5911781,5913076,"+"
"vnz_33145","DbldCvsWT10h",1.535092535952,0.146593962452199,7350336,7351268,"+"
"vnz_33145","DbldCcsWT14h",-0.254209745162631,0.612504684542915,7350336,7351268,"+"
"vnz_02620","DbldCvsWT10h",0.216250734885578,0.650989200845606,629846,630325,"+"
"vnz_02620","DbldCcsWT14h",0.588466892580617,0.146690048781872,629846,630325,"+"
"vnz_32125","DbldCvsWT10h",-0.381019035896785,0.211196790519019,7115112,7115921,"+"
"vnz_32125","DbldCcsWT14h",0.426528550343112,0.146896979756737,7115112,7115921,"+"
"vnz_33940","DbldCvsWT10h",0.630532100199456,0.342933633551978,7528463,7529878,"+"
"vnz_33940","DbldCcsWT14h",-0.799287971051556,0.147154700058244,7528463,7529878,"+"
"vnz_11355","DbldCvsWT10h",0.320434797141249,0.147498627358305,2506512,2507807,"-"
"vnz_11355","DbldCcsWT14h",0.162374681020356,0.433109969628486,2506512,2507807,"-"
"vnz_17825","DbldCvsWT10h",0.361843380608261,0.147498627358305,3938146,3938805,"-"
"vnz_17825","DbldCcsWT14h",0.0211059692090152,0.934404163036006,3938146,3938805,"-"
"vnz_29805","DbldCvsWT10h",0.580735222971863,0.262191537379003,6562808,6563608,"+"
"vnz_29805","DbldCcsWT14h",0.683844701973225,0.14757918764206,6562808,6563608,"+"
"vnz_16845","DbldCvsWT10h",0.644755238597242,0.147885479583479,3740881,3741147,"-"
"vnz_16845","DbldCcsWT14h",-0.999239913937735,0.274023391470802,3740881,3741147,"-"
"vnz_06275","DbldCvsWT10h",-0.196545391551476,0.441416478241514,1448811,1450466,"-"
"vnz_06275","DbldCcsWT14h",0.357748701934576,0.147913238357138,1448811,1450466,"-"
"vnz_28090","DbldCvsWT10h",0.0461592581837288,0.891063196805353,6163396,6163758,"-"
"vnz_28090","DbldCcsWT14h",0.427071045058811,0.148046095151957,6163396,6163758,"-"
"vnz_23245","DbldCvsWT10h",0.151763830273836,0.670141069826712,5058113,5058796,"-"
"vnz_23245","DbldCcsWT14h",0.546950957650882,0.148218176306489,5058113,5058796,"-"
"vnz_20020","DbldCvsWT10h",0.209266768670576,0.627267777708788,4390356,4391297,"-"
"vnz_20020","DbldCcsWT14h",0.641212701920377,0.148275113380283,4390356,4391297,"-"
"vnz_04455","DbldCvsWT10h",0.0210573104738553,0.985306321270044,1053790,1054809,"-"
"vnz_04455","DbldCcsWT14h",1.63327267665523,0.149184444587644,1053790,1054809,"-"
"vnz_04420","DbldCvsWT10h",-0.808870900471756,0.149264584850752,1043364,1044542,"-"
"vnz_04420","DbldCcsWT14h",0.731770141453948,0.290959751727171,1043364,1044542,"-"
"vnz_13635","DbldCvsWT10h",-0.126657866809337,0.543985771543912,3041766,3043301,"-"
"vnz_13635","DbldCcsWT14h",-0.289869459669546,0.149397278067574,3041766,3043301,"-"
"vnz_30815","DbldCvsWT10h",-0.0471057748731215,0.962377302116925,6798008,6798718,"+"
"vnz_30815","DbldCcsWT14h",-1.18278367394521,0.149437279697956,6798008,6798718,"+"
"vnz_05560","DbldCvsWT10h",0.349526415678529,0.149479276365768,1293553,1294068,"+"
"vnz_05560","DbldCcsWT14h",0.162301132112968,0.476607243348887,1293553,1294068,"+"
"vnz_25270","DbldCvsWT10h",0.0732274475846071,0.887630268749858,5516699,5518900,"-"
"vnz_25270","DbldCcsWT14h",-0.611886107691286,0.149582168127668,5516699,5518900,"-"
"vnz_11840","DbldCvsWT10h",0.203823478481275,0.370618035605324,2621666,2624215,"+"
"vnz_11840","DbldCcsWT14h",-0.320903111824542,0.149673488576093,2621666,2624215,"+"
"vnz_02120","DbldCvsWT10h",-0.0201732567032449,0.948775056546319,480141,481799,"+"
"vnz_02120","DbldCcsWT14h",0.355477626116674,0.150667774447198,480141,481799,"+"
"vnz_35355","DbldCvsWT10h",-1.30259409549204,0.150914471413757,7879108,7880010,"-"
"vnz_35355","DbldCcsWT14h",0.291209951538419,0.678555492415705,7879108,7880010,"-"
"vnz_03300","DbldCvsWT10h",0.131346245023647,0.543767143063626,805391,805711,"+"
"vnz_03300","DbldCcsWT14h",-0.294865218643337,0.151003316672788,805391,805711,"+"
"vnz_00270","DbldCvsWT10h",0.183661843546594,0.701855034367362,59062,60072,"-"
"vnz_00270","DbldCcsWT14h",-0.511998548228457,0.151831900301162,59062,60072,"-"
"vnz_12420","DbldCvsWT10h",-0.139498256043579,0.608930024483716,2760800,2761036,"+"
"vnz_12420","DbldCcsWT14h",-0.36564576064041,0.151923795022689,2760800,2761036,"+"
"vnz_19535","DbldCvsWT10h",0.0728181872989542,0.896620546934826,4294439,4296094,"+"
"vnz_19535","DbldCcsWT14h",0.765604281564695,0.151923795022689,4294439,4296094,"+"
"vnz_36295","DbldCvsWT10h",-1.09687125046164,0.15192413097104,8102161,8102994,"-"
"vnz_36295","DbldCcsWT14h",-0.381191122923979,0.447713929418341,8102161,8102994,"-"
"vnz_32005","DbldCvsWT10h",0.45539035779061,0.151988752303262,7079582,7080187,"-"
"vnz_32005","DbldCcsWT14h",0.223760748682476,0.443387977647482,7079582,7080187,"-"
"vnz_11100","DbldCvsWT10h",-0.398188867215231,0.448005876508234,2450785,2451417,"-"
"vnz_11100","DbldCcsWT14h",-0.714840526243586,0.152533785769192,2450785,2451417,"-"
"vnz_24870","DbldCvsWT10h",-0.10369478934988,0.685401605742153,5414724,5415350,"+"
"vnz_24870","DbldCcsWT14h",-0.344550618917869,0.152742183062965,5414724,5415350,"+"
"vnz_18110","DbldCvsWT10h",-0.53168632375819,0.152805581186881,4004079,4004669,"+"
"vnz_18110","DbldCcsWT14h",-0.188402580791384,0.592062296055812,4004079,4004669,"+"
"vnz_09935","DbldCvsWT10h",0.71470684849662,0.152920697776369,2245722,2246273,"-"
"vnz_09935","DbldCcsWT14h",0.443126114083957,0.294704492970879,2245722,2246273,"-"
"vnz_26250","DbldCvsWT10h",-0.230729778064308,0.268096502678777,5732384,5733487,"+"
"vnz_26250","DbldCcsWT14h",-0.289612596715068,0.153252391872382,5732384,5733487,"+"
"vnz_30625","DbldCvsWT10h",-0.606135394496824,0.153571806932082,6759643,6761139,"+"
"vnz_30625","DbldCcsWT14h",0.0380114917047723,0.920654368360265,6759643,6761139,"+"
"vnz_20160","DbldCvsWT10h",-0.492041895609779,0.153688507114693,4424719,4426122,"+"
"vnz_20160","DbldCcsWT14h",0.0969994236955365,0.7615964518733,4424719,4426122,"+"
"vnz_22120","DbldCvsWT10h",0.899122150836942,0.153688507114693,4825899,4826702,"-"
"vnz_22120","DbldCcsWT14h",-0.795969827861329,0.159363890153009,4825899,4826702,"-"
"vnz_09520","DbldCvsWT10h",0.290357594880233,0.153826087290168,2164588,2167968,"-"
"vnz_09520","DbldCcsWT14h",0.244252086052249,0.205712766018727,2164588,2167968,"-"
"vnz_30835","DbldCvsWT10h",-0.893910474239707,0.154094563160576,6802085,6803473,"+"
"vnz_30835","DbldCcsWT14h",0.327029507952029,0.485845587912894,6802085,6803473,"+"
"vnz_04230","DbldCvsWT10h",-0.386913792019226,0.154807954849706,1009191,1009754,"-"
"vnz_04230","DbldCcsWT14h",-0.0683866600896807,0.794918401278141,1009191,1009754,"-"
"vnz_11025","DbldCvsWT10h",-0.309399502420012,0.245453981166005,2429408,2430847,"+"
"vnz_11025","DbldCcsWT14h",0.367256841447176,0.155035302058681,2429408,2430847,"+"
"vnz_06545","DbldCvsWT10h",0.167044850901717,0.542341462318458,1502777,1503973,"+"
"vnz_06545","DbldCcsWT14h",0.377590705147016,0.155109213072131,1502777,1503973,"+"
"vnz_09090","DbldCvsWT10h",-0.278758594492111,0.155359982739091,2070286,2071206,"+"
"vnz_09090","DbldCcsWT14h",-0.0560663634114244,0.767694809826347,2070286,2071206,"+"
"vnz_27690","DbldCvsWT10h",-0.777357600354689,0.155574202811294,6092771,6093490,"-"
"vnz_27690","DbldCcsWT14h",-0.113703669436089,0.793347758540821,6092771,6093490,"-"
"vnz_36240","DbldCvsWT10h",-0.202336524670147,0.615870572107078,8084590,8088876,"+"
"vnz_36240","DbldCcsWT14h",-0.412527350046501,0.155795953677163,8084590,8088876,"+"
"vnz_21285","DbldCvsWT10h",-0.291734970402558,0.155951052384298,4668170,4668730,"+"
"vnz_21285","DbldCcsWT14h",-0.126747587137974,0.520097711150443,4668170,4668730,"+"
"vnz_03145","DbldCvsWT10h",0.303678132379631,0.156254678235147,775741,776634,"+"
"vnz_03145","DbldCcsWT14h",-0.029580309419018,0.887037868241121,775741,776634,"+"
"vnz_20250","DbldCvsWT10h",-0.495567344714774,0.15645277725505,4440939,4441307,"-"
"vnz_20250","DbldCcsWT14h",-0.220262245004014,0.481115433049389,4440939,4441307,"-"
"vnz_05895","DbldCvsWT10h",-0.611653685519319,0.156506961513087,1360683,1361411,"+"
"vnz_05895","DbldCcsWT14h",0.332502041920359,0.402206810410992,1360683,1361411,"+"
"vnz_07220","DbldCvsWT10h",0.448474437131757,0.156638160773499,1655072,1655869,"-"
"vnz_07220","DbldCcsWT14h",-0.404922572046399,0.174481776485787,1655072,1655869,"-"
"vnz_07975","DbldCvsWT10h",-0.41063203404358,0.156670991797725,1817653,1818492,"+"
"vnz_07975","DbldCcsWT14h",0.268896203970146,0.325709709137868,1817653,1818492,"+"
"vnz_17035","DbldCvsWT10h",-0.388641427852461,0.157121973041276,3776420,3777487,"-"
"vnz_17035","DbldCcsWT14h",0.231933357501655,0.370057255085007,3776420,3777487,"-"
"vnz_27660","DbldCvsWT10h",-0.840502349156743,0.157197867204697,6087706,6088983,"-"
"vnz_27660","DbldCcsWT14h",-0.382860121952441,0.484738906150074,6087706,6088983,"-"
"vnz_00360","DbldCvsWT10h",0.555770241317176,0.157410238325714,78552,79412,"+"
"vnz_00360","DbldCcsWT14h",0.437256419779802,0.250015289073356,78552,79412,"+"
"vnz_08405","DbldCvsWT10h",0.14122620459816,0.537596574236002,1913962,1914459,"+"
"vnz_08405","DbldCcsWT14h",0.311032507132849,0.157497762419662,1913962,1914459,"+"
"vnz_01310","DbldCvsWT10h",-0.120687278311459,0.913277938894997,291857,292927,"-"
"vnz_01310","DbldCcsWT14h",-1.30597954867197,0.15792950544399,291857,292927,"-"
"vnz_00100","DbldCvsWT10h",-0.144624340498019,0.558870212003648,18671,19219,"+"
"vnz_00100","DbldCcsWT14h",0.329197706362394,0.15813522643703,18671,19219,"+"
"vnz_07865","DbldCvsWT10h",-1.71444241237037,0.223725772566106,1796225,1797595,"-"
"vnz_07865","DbldCcsWT14h",-1.07321451334998,0.158208499752482,1796225,1797595,"-"
"vnz_08875","DbldCvsWT10h",-0.576871043716962,0.158293086619031,2019943,2021199,"-"
"vnz_08875","DbldCcsWT14h",0.511938790954721,0.187191701319823,2019943,2021199,"-"
"vnz_04115","DbldCvsWT10h",-0.356133153036275,0.158364916973211,977657,978067,"-"
"vnz_04115","DbldCcsWT14h",0.277628557068775,0.234162650608691,977657,978067,"-"
"vnz_11745","DbldCvsWT10h",0.282655452261541,0.209587507585821,2601556,2604183,"-"
"vnz_11745","DbldCcsWT14h",0.307463886281926,0.15864821966313,2601556,2604183,"-"
"vnz_07235","DbldCvsWT10h",-0.463705091297119,0.158870352714853,1657745,1657978,"+"
"vnz_07235","DbldCcsWT14h",-0.271503614114072,0.337022507233873,1657745,1657978,"+"
"vnz_19690","DbldCvsWT10h",0.585690297722266,0.159688628774468,4322223,4322609,"+"
"vnz_19690","DbldCcsWT14h",-0.400347225920387,0.26032156014799,4322223,4322609,"+"
"vnz_29275","DbldCvsWT10h",0.269235850594419,0.159728806649566,6448576,6449145,"-"
"vnz_29275","DbldCcsWT14h",0.125444889975181,0.490714878561072,6448576,6449145,"-"
"vnz_26545","DbldCvsWT10h",0.0289583189390773,0.930520214695453,5802572,5803864,"-"
"vnz_26545","DbldCcsWT14h",-0.410317838459467,0.160025224741246,5802572,5803864,"-"
"vnz_06435","DbldCvsWT10h",-0.88493319352558,0.16010742647584,1478077,1478619,"+"
"vnz_06435","DbldCcsWT14h",0.360983447085536,0.455598684509314,1478077,1478619,"+"
"vnz_00740","DbldCvsWT10h",-0.107335711766136,0.727754251849372,167348,168010,"+"
"vnz_00740","DbldCcsWT14h",-0.365302156358975,0.160182381390452,167348,168010,"+"
"vnz_07945","DbldCvsWT10h",0.70632089514862,0.160226082576012,1812763,1813101,"+"
"vnz_07945","DbldCcsWT14h",0.475743609905247,0.249243431845973,1812763,1813101,"+"
"vnz_31305","DbldCvsWT10h",-0.474359198047683,0.160226082576012,6927597,6929510,"+"
"vnz_31305","DbldCcsWT14h",0.145005588809057,0.652296788662836,6927597,6929510,"+"
"vnz_01515","DbldCvsWT10h",0.0484511879854071,0.876878662555108,343358,345442,"+"
"vnz_01515","DbldCcsWT14h",0.382111864363985,0.160458450828224,343358,345442,"+"
"vnz_34985","DbldCvsWT10h",-1.20308355259689,0.160962352866008,7783850,7784710,"+"
"vnz_34985","DbldCcsWT14h",0.103140675438939,0.851840227981452,7783850,7784710,"+"
"vnz_20025","DbldCvsWT10h",-0.221230167273026,0.318725674175166,4391385,4391771,"-"
"vnz_20025","DbldCcsWT14h",0.332084388700886,0.161023293683876,4391385,4391771,"-"
"vnz_01865","DbldCvsWT10h",-0.125654636538851,0.845132701987955,419889,421166,"-"
"vnz_01865","DbldCcsWT14h",-0.597836493496101,0.161146711651975,419889,421166,"-"
"vnz_17330","DbldCvsWT10h",-0.293914742688083,0.161191511217898,3830311,3831795,"+"
"vnz_17330","DbldCcsWT14h",0.0865418240620492,0.667700854153346,3830311,3831795,"+"
"vnz_27215","DbldCvsWT10h",-0.200829948982992,0.351935506344465,5975739,5976557,"+"
"vnz_27215","DbldCcsWT14h",-0.288876570015919,0.161493979460678,5975739,5976557,"+"
"vnz_05220","DbldCvsWT10h",-0.0673940099919127,0.822602252037125,1222512,1223720,"-"
"vnz_05220","DbldCcsWT14h",0.382050290000669,0.161879051105788,1222512,1223720,"-"
"vnz_16660","DbldCvsWT10h",-0.335453571716126,0.16200731237591,3701290,3701733,"-"
"vnz_16660","DbldCcsWT14h",-0.0206729291214832,0.933898879655382,3701290,3701733,"-"
"vnz_22165","DbldCvsWT10h",0.500698915085287,0.162153207661167,4837810,4838694,"+"
"vnz_22165","DbldCcsWT14h",0.0185875780027944,0.960533750770148,4837810,4838694,"+"
"vnz_10665","DbldCvsWT10h",0.166031942757626,0.51345514703449,2352969,2353544,"-"
"vnz_10665","DbldCcsWT14h",0.339834331274771,0.162796786571277,2352969,2353544,"-"
"vnz_08330","DbldCvsWT10h",0.338642154566636,0.164262417351704,1899767,1901272,"-"
"vnz_08330","DbldCcsWT14h",0.230942560584234,0.315032832412709,1899767,1901272,"-"
