"gene","logFC","FDR","add_variable","start","end","width","strand"
"SCO1215",-0.530738659,3.87e-07,"delgbn45h",1286676,1287626,951,"+"
"SCO1216",0.780366882,9.68e-05,"delgbn45h",1287637,1287840,204,"+"
"SCO1217",0.582690048,0.000560516,"delgbn45h",1287879,1289096,1218,"-"
"SCO1218",-0.014824653,0.945121443,"delgbn45h",1289093,1290928,1836,"-"
"SCO1219",0.209296043,0.565211838,"delgbn45h",1290957,1291352,396,"-"
"SCO1220",-0.401726227,0.071487048,"delgbn45h",1291356,1292117,762,"-"
"SCO1221",0.247017383,0.352323052,"delgbn45h",1292195,1292698,504,"+"
"SCO1222",1.415400584,1.04e-22,"delgbn45h",1292824,1293690,867,"+"
"SCO1223",1.177800967,1.64e-21,"delgbn45h",1293687,1294910,1224,"+"
"SCO1224",0.44659091,0.007434223,"delgbn45h",1294926,1295384,459,"-"
"SCO1225",4.646122497,3.51e-299,"delgbn45h",1295526,1297040,1515,"+"
"SCO1226",0.834726597,0.002052816,"delgbn45h",1297131,1300331,3201,"-"
"SCO1227",-1.059897103,1.1e-13,"delgbn45h",1300601,1302070,1470,"-"
"SCO1228",-0.392888632,0.001082435,"delgbn45h",1302287,1303009,723,"+"
"SCO1229",-1.065279135,4.54e-15,"delgbn45h",1303058,1304119,1062,"+"
"SCO1230",-1.357283844,2.53e-31,"delgbn45h",1304188,1305813,1626,"-"
"SCO1231",-0.35376913,0.039041596,"delgbn45h",1305967,1306731,765,"-"
"SCO1232",-0.437643123,0.026198898,"delgbn45h",1306728,1307405,678,"-"
"SCO1233",-0.582317763,0.000128281,"delgbn45h",1307571,1308245,675,"-"
"SCO1234",-0.473662016,4.31e-07,"delgbn45h",1308254,1309975,1722,"-"
"SCO1235",-0.296997526,0.077839285,"delgbn45h",1309968,1310279,312,"-"
"SCO1236",-0.386051369,0.006304923,"delgbn45h",1310293,1310595,303,"-"
"SCO1237",0.86495972,1.81e-07,"delgbn45h",1310820,1311104,285,"-"
"SCO1238",-0.237821446,0.418744209,"delgbn45h",1311216,1311851,636,"+"
"SCO1239",0.1702571,0.544770738,"delgbn45h",1311859,1312167,309,"+"
"SCO1240",3.146868763,1.87e-191,"delgbn45h",1312684,1313157,474,"+"
"SCO1241",0.296512329,0.0038411,"delgbn45h",1313128,1313640,513,"-"
"SCO1242",1.348060117,3.16e-30,"delgbn45h",1313856,1314716,861,"+"
"SCO1243",0.28999791,0.002037528,"delgbn45h",1315011,1316138,1128,"-"
"SCO1244",-0.353323774,0.000737596,"delgbn45h",1316289,1317512,1224,"+"
"SCO1245",-0.310185384,0.00345215,"delgbn45h",1317505,1318791,1287,"+"
"SCO1246",-0.378179273,0.026302692,"delgbn45h",1318793,1319509,717,"+"
"SCO1247",1.505901096,6.73e-40,"delgbn45h",1319887,1320564,678,"+"
"SCO1248",0.902246441,5.12e-06,"delgbn45h",1320586,1320960,375,"-"
"SCO1249",1.127163607,5.62e-12,"delgbn45h",1320980,1321207,228,"-"
"SCO1250",-0.982482544,8.84e-08,"delgbn45h",1321315,1321740,426,"+"
"SCO1251",2.630717988,9.48e-129,"delgbn45h",1321823,1323229,1407,"+"
"SCO1252",3.014245821,1.07e-79,"delgbn45h",1323226,1324239,1014,"+"
"SCO1253",0.012513758,0.949811419,"delgbn45h",1324336,1325118,783,"+"
"SCO1254",-0.623366261,9.74e-11,"delgbn45h",1325285,1326727,1443,"+"
"SCO1255",-0.757578162,6.79e-11,"delgbn45h",1326802,1327284,483,"+"
"SCO1256",0.546561829,4.65e-05,"delgbn45h",1327484,1327924,441,"-"
"SCO1257",-0.042304594,0.892100528,"delgbn45h",1327991,1328716,726,"-"
"SCO1258",0.504064643,0.008760159,"delgbn45h",1328719,1329639,921,"-"
"SCO1259",0.517820937,0.002587056,"delgbn45h",1329747,1330901,1155,"+"
"SCO1260",-0.085952709,0.588579848,"delgbn45h",1330916,1331578,663,"+"
"SCO1261",-0.308819362,0.000190496,"delgbn45h",1331678,1332832,1155,"+"
"SCO1262",0.191341085,0.015142125,"delgbn45h",1332872,1333633,762,"-"
"SCO1263",0.936520718,1.18e-07,"delgbn45h",1333824,1334711,888,"-"
"SCO1264",1.107516868,0.002199696,"delgbn45h",1334793,1335743,951,"+"
"SCO1265",0.954382607,0.012261466,"delgbn45h",1335695,1336564,870,"-"
"SCO1266",0.44829203,0.295560809,"delgbn45h",1336608,1337876,1269,"-"
"SCO1267",0.581115819,0.343079571,"delgbn45h",1337873,1338130,258,"-"
"SCO1268",0.723797533,0.052791453,"delgbn45h",1338248,1339366,1119,"-"
"SCO1269",0.73157006,0.019098863,"delgbn45h",1339363,1340376,1014,"-"
"SCO1270",0.838136174,0.032379111,"delgbn45h",1340373,1341344,972,"-"
"SCO1271",1.654177006,3.97e-05,"delgbn45h",1341355,1342317,963,"-"
"SCO1272",0.48401443,0.424214118,"delgbn45h",1342317,1342589,273,"-"
"SCO1273",1.442264424,0.000148679,"delgbn45h",1342661,1343779,1119,"-"
"SCO1274",-0.680919634,0.140051886,"delgbn45h",1344147,1344806,660,"+"
"SCO1275",-0.14791896,0.62375049,"delgbn45h",1344856,1346613,1758,"+"
"SCO1276",2.99410948,2.84e-21,"delgbn45h",1346693,1347289,597,"+"
"SCO1277",2.178776085,7.5e-23,"delgbn45h",1347343,1348086,744,"+"
"SCO1278",2.562403973,2.03e-20,"delgbn45h",1348179,1349756,1578,"+"
"SCO1279",0.55809925,0.163604956,"delgbn45h",1349799,1350677,879,"+"
"SCO1280",0.720114893,0.131181936,"delgbn45h",1350735,1351976,1242,"-"
"SCO1281",1.591425063,0.006136976,"delgbn45h",1352088,1353410,1323,"-"
"SCO1282",0.097556384,0.873408846,"delgbn45h",1353407,1353985,579,"-"
"SCO1283",0.607960233,0.324197285,"delgbn45h",1353978,1354445,468,"-"
"SCO1284",0.411810706,0.157704556,"delgbn45h",1354527,1355912,1386,"-"
"SCO1285",-0.171579148,0.676835832,"delgbn45h",1355909,1357030,1122,"-"
"SCO1286",0.054091568,0.916249708,"delgbn45h",1357085,1358209,1125,"-"
"SCO1287",-0.130775948,0.802242075,"delgbn45h",1358281,1359243,963,"-"
"SCO1288",0.430787447,0.434838587,"delgbn45h",1359227,1359733,507,"-"
"SCO1289",-0.607814493,1.26e-06,"delgbn45h",1359896,1361419,1524,"+"
"SCO1290",-0.964900041,4.58e-13,"delgbn45h",1361564,1363153,1590,"+"
"SCO1291",0.436389224,0.046323383,"delgbn45h",1363304,1364707,1404,"+"
"SCO1292",0.147793378,0.398813972,"delgbn45h",1364716,1367439,2724,"+"
"SCO1293",0.223979928,0.511769743,"delgbn45h",1367555,1368913,1359,"+"
"SCO1294",0.658988876,0.029870657,"delgbn45h",1368938,1370161,1224,"-"
"SCO1295",0.356032807,0.238115144,"delgbn45h",1370221,1370712,492,"+"
"SCO1296",-0.923280894,4.29e-15,"delgbn45h",1370791,1372479,1689,"+"
"SCO1297",-0.9482803,1.89e-11,"delgbn45h",1372948,1373469,522,"-"
"SCO1298",-0.289902244,0.275757459,"delgbn45h",1373491,1374042,552,"-"
"SCO1299",0.225999618,0.279131613,"delgbn45h",1374103,1374549,447,"+"
"SCO1300",-0.795762818,3.78e-10,"delgbn45h",1374583,1377582,3000,"-"
"SCO1301",-0.878013605,1.47e-14,"delgbn45h",1377579,1378742,1164,"-"
"SCO1302",-0.010610432,0.949811419,"delgbn45h",1379126,1379752,627,"-"
"SCO1303",1.30650633,5.89e-18,"delgbn45h",1379824,1380627,804,"-"
"SCO1304",0.705254561,3.42e-06,"delgbn45h",1380724,1381131,408,"+"
"SCO1305",0.538400071,3.18e-05,"delgbn45h",1381144,1382538,1395,"-"
"SCO1306",2.078716808,9.81e-23,"delgbn45h",1382544,1383788,1245,"-"
"SCO1307",1.666596482,1.08e-26,"delgbn45h",1383886,1385292,1407,"-"
"SCO1308",-0.40875448,0.000846925,"delgbn45h",1385454,1386677,1224,"+"
"SCO1309",0.284987017,0.271048739,"delgbn45h",1386707,1387054,348,"-"
"SCO1310",-0.355696604,0.017273207,"delgbn45h",1387179,1388270,1092,"+"
"SCO1311",-0.748066674,8.06e-08,"delgbn45h",1388275,1388832,558,"-"
"SCO1312",-0.217988715,0.182560462,"delgbn45h",1388876,1389481,606,"-"
"SCO1313",-0.418599767,0.09528825,"delgbn45h",1389568,1390425,858,"+"
"SCO1314",-0.601160475,1.19e-07,"delgbn45h",1390456,1391259,804,"-"
"SCO1315",-0.608361221,2.09e-06,"delgbn45h",1391367,1391903,537,"+"
"SCO1316",-0.925339074,4.08e-22,"delgbn45h",1391967,1392602,636,"-"
"SCO1317",0.970380987,0.000331523,"delgbn45h",1392691,1393128,438,"-"
"SCO1318",-0.980042262,5.33e-10,"delgbn45h",1393213,1394196,984,"+"
"SCO1319",-0.303141474,0.003632723,"delgbn45h",1394273,1395295,1023,"+"
"SCO1320",-0.341968123,0.087935034,"delgbn45h",1395319,1396164,846,"-"
"SCO1321",-0.111824878,0.769430437,"delgbn45h",1396238,1397416,1179,"-"
"SCO1322",0.218466437,0.298663826,"delgbn45h",1397508,1398413,906,"-"
"SCO1323",-0.880922975,3.47e-12,"delgbn45h",1398463,1399239,777,"+"
"SCO1324",-1.015684508,4.76e-14,"delgbn45h",1399280,1400449,1170,"-"
"SCO1325",-0.008075133,0.97020259,"delgbn45h",1400584,1401057,474,"+"
"SCO1326",-0.937560562,1.62e-09,"delgbn45h",1401207,1402082,876,"+"
"SCO1327",0.900313038,1.85e-10,"delgbn45h",1402574,1403737,1164,"+"
"SCO1328",0.068683041,0.744099961,"delgbn45h",1403709,1404566,858,"-"
"SCO1329",-0.802466169,0.020489738,"delgbn45h",1404801,1405034,234,"-"
"SCO1330",-1.512311653,2.59e-10,"delgbn45h",1405031,1406113,1083,"-"
"SCO1331",-0.951760208,6.23e-21,"delgbn45h",1406138,1408480,2343,"+"
"SCO1332",-0.128617771,0.584945653,"delgbn45h",1408850,1409722,873,"-"
"SCO1333",-2.045361489,5.82e-39,"delgbn45h",1410027,1410995,969,"+"
"SCO1334",2.309007153,4.52e-71,"delgbn45h",1411647,1411826,180,"+"
"SCO1335",2.086511176,8.35e-45,"delgbn45h",1411885,1412625,741,"-"
"SCO1336",0.838390742,5.42e-18,"delgbn45h",1412774,1414348,1575,"+"
"SCO1337",-0.51133185,0.000149535,"delgbn45h",1414272,1415177,906,"-"
"SCO1338",0.215129035,0.341567111,"delgbn45h",1415191,1416381,1191,"-"
"SCO1339",-0.33888873,0.198188668,"delgbn45h",1416484,1417104,621,"+"
"SCO1340",-0.809666972,1.82e-16,"delgbn45h",1417147,1417659,513,"+"
"SCO1341",-0.471266835,0.009317358,"delgbn45h",1417763,1418269,507,"+"
"SCO1342",0.105183564,0.355400015,"delgbn45h",1418317,1418868,552,"-"
"SCO1343",-0.27195182,0.012094518,"delgbn45h",1418995,1419678,684,"-"
"SCO1344",-1.524162743,2.96e-22,"delgbn45h",1419752,1421344,1593,"-"
"SCO1345",-0.137026811,0.343820256,"delgbn45h",1421547,1422308,762,"-"
"SCO1346",-0.093683375,0.445847947,"delgbn45h",1422352,1423113,762,"-"
"SCO1347",6.084132023,0,"delgbn45h",1423379,1424143,765,"+"
"SCO1348",3.668380306,2.52e-137,"delgbn45h",1424234,1424617,384,"-"
"SCO1349",0.71116482,4.63e-11,"delgbn45h",1424614,1425369,756,"-"
"SCO1350",0.67713354,0.170501825,"delgbn45h",1425591,1426211,621,"+"
"SCO1351",0.077248173,0.74041555,"delgbn45h",1426295,1429033,2739,"+"
"SCO1352",-0.846026113,2.11e-12,"delgbn45h",1429057,1430469,1413,"-"
"SCO1353",0.5662114,0.030492008,"delgbn45h",1430545,1431576,1032,"+"
"SCO1354",-0.309016155,0.450603426,"delgbn45h",1431662,1432225,564,"-"
"SCO1355",0.09525597,0.822790037,"delgbn45h",1432286,1433899,1614,"-"
"SCO1356",-4.392154646,0,"delgbn45h",1434218,1434715,498,"+"
"SCO1357",-4.56824191,0,"delgbn45h",1434718,1435179,462,"+"
"SCO1358",-3.548337218,3.04e-139,"delgbn45h",1435312,1436223,912,"-"
"SCO1359",-1.121483347,9.41e-09,"delgbn45h",1436298,1437296,999,"+"
"SCO1360",-0.233180098,0.132262672,"delgbn45h",1437760,1439097,1338,"-"
"SCO1361",-1.055008874,7.84e-14,"delgbn45h",1439133,1439819,687,"+"
"SCO1362",-1.244957775,6.59e-13,"delgbn45h",1439866,1440840,975,"-"
"SCO1363",-0.306675061,0.028713228,"delgbn45h",1441026,1442030,1005,"-"
"SCO1364",0.185743144,0.544841899,"delgbn45h",1442209,1442748,540,"-"
"SCO1365",1.185343362,0.039267991,"delgbn45h",1442967,1443134,168,"+"
"SCO1366",2.325871431,2.96e-47,"delgbn45h",1443255,1443908,654,"-"
"SCO1367",1.796311427,0.031286551,"delgbn45h",1443901,1444656,756,"-"
"SCO1368",1.068019509,0.002426473,"delgbn45h",1444653,1445792,1140,"-"
"SCO1369",0.765932287,0.000284747,"delgbn45h",1445966,1447180,1215,"+"
"SCO1370",0.345700987,0.317367645,"delgbn45h",1447177,1447812,636,"+"
"SCO1371",0.014244275,0.948480025,"delgbn45h",1447950,1448759,810,"+"
"SCO1372",0.083810515,0.578941496,"delgbn45h",1448786,1449613,828,"-"
"SCO1373",1.729464092,4.04e-32,"delgbn45h",1449695,1451212,1518,"-"
"SCO1374",-0.519030174,4.57e-05,"delgbn45h",1451745,1452356,612,"+"
"SCO1375",-2.015016107,5.36e-51,"delgbn45h",1452656,1452859,204,"+"
"SCO1376",-2.123635505,3.68e-64,"delgbn45h",1453090,1454160,1071,"+"
"SCO1377",1.185166087,1.82e-17,"delgbn45h",1454293,1454712,420,"+"
"SCO1378",-0.907905418,1.09e-17,"delgbn45h",1454780,1457665,2886,"-"
"SCO1379",6.65858604,1.75e-169,"delgbn45h",1458078,1458473,396,"+"
"SCO1380",2.182729881,9.65e-106,"delgbn45h",1458383,1459789,1407,"-"
"SCO1381",0.693809234,8.91e-18,"delgbn45h",1459887,1460573,687,"-"
"SCO1382",0.635439775,2.7e-10,"delgbn45h",1460736,1461209,474,"-"
"SCO1383",-0.40770207,0.000120827,"delgbn45h",1461293,1462033,741,"-"
"SCO1384",-0.263438282,0.002115513,"delgbn45h",1462078,1462881,804,"-"
"SCO1385",-0.680849841,3e-05,"delgbn45h",1463072,1463926,855,"-"
"SCO1386",-0.884097615,5.73e-05,"delgbn45h",1463932,1464264,333,"-"
"SCO1387",-0.196891062,0.028491088,"delgbn45h",1464261,1465166,906,"-"
"SCO1388",2.250767549,2.15e-95,"delgbn45h",1465266,1467761,2496,"-"
"SCO1389",-0.090763256,0.499004485,"delgbn45h",1467874,1468521,648,"-"
"SCO1390",0.796279216,3.49e-23,"delgbn45h",1474291,1474740,450,"+"
"SCO1391",0.305639282,0.000450823,"delgbn45h",1474827,1476497,1671,"+"
"SCO1392",1.344672715,5.05e-09,"delgbn45h",1476570,1477472,903,"-"
"SCO1393",0.298005487,0.021256243,"delgbn45h",1477596,1479572,1977,"-"
"SCO1394",-0.506788417,0.003379642,"delgbn45h",1479786,1482173,2388,"+"
"SCO1395",-1.613830865,3.51e-25,"delgbn45h",1482164,1482580,417,"-"
"SCO1396",0.237454741,0.476444603,"delgbn45h",1482748,1483572,825,"-"
"SCO1397",-1.087285998,4.13e-07,"delgbn45h",1483776,1484795,1020,"+"
"SCO1399",-1.178993971,9.76e-17,"delgbn45h",1485684,1486289,606,"-"
"SCO1400",-1.180947613,1.38e-13,"delgbn45h",1486339,1486734,396,"-"
"SCO1401",-1.648347552,3.29e-33,"delgbn45h",1486745,1487179,435,"-"
"SCO1402",-1.652116927,3.08e-58,"delgbn45h",1487176,1490007,2832,"-"
"SCO1403",0.101574541,0.422532326,"delgbn45h",1490427,1490969,543,"+"
"SCO1404",-0.742803939,2.85e-14,"delgbn45h",1491016,1494021,3006,"-"
"SCO1405",-0.844024774,1.74e-08,"delgbn45h",1494024,1495871,1848,"-"
"SCO1406",-0.131096493,0.433271804,"delgbn45h",1495964,1496950,987,"-"
"SCO1407",-0.219320124,0.044858079,"delgbn45h",1497056,1501717,4662,"-"
"SCO1408",-0.114989158,0.248187326,"delgbn45h",1501823,1502704,882,"-"
"SCO1409",0.098683575,0.323418255,"delgbn45h",1502793,1504319,1527,"-"
"SCO1410",0.535884242,5.14e-05,"delgbn45h",1504428,1505123,696,"-"
"SCO1411",1.237636899,7.57e-07,"delgbn45h",1505261,1506583,1323,"+"
"SCO1412",-0.259794645,0.336359698,"delgbn45h",1506580,1507413,834,"+"
"SCO1413",0.324501033,0.075907317,"delgbn45h",1507860,1509278,1419,"-"
"SCO1414",-0.365011035,0.003385431,"delgbn45h",1509614,1510018,405,"-"
"SCO1415",6.204629744,9.09e-164,"delgbn45h",1510276,1510470,195,"+"
"SCO1416",5.094631678,3.42e-251,"delgbn45h",1510524,1512272,1749,"+"
"SCO1417",0.844230859,3.96e-08,"delgbn45h",1512639,1514141,1503,"-"
"SCO1418",0.037420104,0.911664011,"delgbn45h",1514244,1514936,693,"+"
"SCO1419",-0.638255824,3.26e-05,"delgbn45h",1514933,1515700,768,"+"
"SCO1420",-0.601029354,3.71e-06,"delgbn45h",1515752,1517212,1461,"+"
"SCO1421",0.891987791,1.14e-36,"delgbn45h",1517384,1517758,375,"+"
"SCO1422",0.593542371,1.48e-07,"delgbn45h",1517861,1518445,585,"-"
"SCO1423",0.424315682,2.07e-09,"delgbn45h",1518492,1519400,909,"-"
"SCO1424",-0.3876134,0.000227082,"delgbn45h",1519926,1521536,1611,"-"
"SCO1425",-0.325317536,0.017091681,"delgbn45h",1521620,1522117,498,"-"
"SCO1426",0.435670201,3.18e-05,"delgbn45h",1522328,1522765,438,"+"
"SCO1427",-0.209430687,0.021456176,"delgbn45h",1522938,1523255,318,"+"
"SCO1428",0.503934996,9.5e-08,"delgbn45h",1523218,1524393,1176,"-"
"SCO1429",0.49854477,0.065811931,"delgbn45h",1524785,1526038,1254,"+"
"SCO1430",0.271010734,0.041059039,"delgbn45h",1526117,1526779,663,"-"
"SCO1431",0.700772717,1.14e-07,"delgbn45h",1526862,1527104,243,"-"
"SCO1432",0.61531781,3.9e-11,"delgbn45h",1527125,1528564,1440,"-"
"SCO1433",-0.016599567,0.952353664,"delgbn45h",1528839,1529303,465,"+"
"SCO1434",-1.183207735,2.33e-33,"delgbn45h",1529751,1531607,1857,"+"
"SCO1435",-0.685100634,0.000531654,"delgbn45h",1531792,1532835,1044,"-"
"SCO1436",-0.111723055,0.526401707,"delgbn45h",1532832,1534163,1332,"-"
"SCO1437",-0.776287771,1.56e-11,"delgbn45h",1534368,1534838,471,"-"
"SCO1438",-0.752216703,1.6e-16,"delgbn45h",1534876,1535733,858,"-"
"SCO1439",-0.93595382,5.56e-22,"delgbn45h",1535782,1536054,273,"-"
"SCO1440",-0.37536451,0.080561587,"delgbn45h",1536089,1536574,486,"-"
"SCO1441",0.032178228,0.874243818,"delgbn45h",1536596,1537885,1290,"-"
"SCO1442",0.254861973,0.264708169,"delgbn45h",1537882,1538526,645,"-"
"SCO1443",0.897881056,7.51e-11,"delgbn45h",1538523,1539125,603,"-"
"SCO1444",0.137333787,0.593026551,"delgbn45h",1539609,1541984,2376,"+"
"SCO1445",1.388476684,3.47e-11,"delgbn45h",1542226,1542993,768,"+"
"SCO1446",-0.153766213,0.513242394,"delgbn45h",1543064,1543432,369,"+"
"SCO1447",-0.669908719,1.21e-06,"delgbn45h",1543454,1544653,1200,"-"
"SCO1448",0.526185058,0.05431556,"delgbn45h",1544766,1545977,1212,"+"
"SCO1449",0.365770237,0.309851623,"delgbn45h",1545937,1546395,459,"-"
"SCO1450",-0.512054873,1.61e-05,"delgbn45h",1546564,1548000,1437,"+"
"SCO1451",-1.554122141,4.41e-46,"delgbn45h",1547982,1549133,1152,"-"
"SCO1452",0.232653615,0.137214571,"delgbn45h",1549307,1550002,696,"+"
"SCO1453",0.101132993,0.47174008,"delgbn45h",1550134,1551066,933,"+"
"SCO1454",0.658043647,0.000156805,"delgbn45h",1551086,1552783,1698,"-"
"SCO1455",2.256546493,2.52e-19,"delgbn45h",1552848,1553636,789,"-"
"SCO1456",0.84454878,0.023336133,"delgbn45h",1553815,1554174,360,"-"
"SCO1457",0.060310004,0.806981819,"delgbn45h",1554266,1555507,1242,"-"
"SCO1458",0.612722742,0.000632622,"delgbn45h",1555656,1556108,453,"-"
"SCO1459",0.922612343,0.000162112,"delgbn45h",1556124,1557614,1491,"-"
"SCO1460",0.893288789,0.000455697,"delgbn45h",1557912,1558307,396,"-"
"SCO1461",1.125185665,7.82e-26,"delgbn45h",1558380,1559831,1452,"-"
"SCO1462",-0.434920277,0.008721713,"delgbn45h",1559931,1560284,354,"-"
"SCO1463",-0.296011346,4.98e-05,"delgbn45h",1560350,1561432,1083,"-"
"SCO1464",-0.163350349,0.218621794,"delgbn45h",1561471,1562157,687,"-"
"SCO1465",-1.205320034,1.96e-09,"delgbn45h",1562315,1563520,1206,"-"
"SCO1466",-2.520308767,9.12e-22,"delgbn45h",1563517,1564455,939,"-"
"SCO1467",-2.469927204,3.52e-29,"delgbn45h",1564452,1565927,1476,"-"
"SCO1468",-2.19459643,1.45e-38,"delgbn45h",1565986,1568310,2325,"-"
"SCO1469",-1.608288592,5.83e-45,"delgbn45h",1568408,1570513,2106,"-"
"SCO1470",-1.877528287,1.94e-36,"delgbn45h",1570514,1570885,372,"+"
"SCO1471",-0.283891141,0.009493881,"delgbn45h",1570932,1571951,1020,"+"
"SCO1472",-0.41974718,3.02e-07,"delgbn45h",1571971,1573398,1428,"-"
"SCO1473",-0.692148722,1.79e-11,"delgbn45h",1573487,1574419,933,"-"
"SCO1474",0.04125705,0.676979254,"delgbn45h",1574728,1575279,552,"+"
"SCO1475",0.373166168,0.001021395,"delgbn45h",1575452,1577602,2151,"-"
"SCO1476",0.593715052,4.4e-11,"delgbn45h",1577727,1578935,1209,"-"
"SCO1477",-0.375153512,9.16e-05,"delgbn45h",1579175,1580458,1284,"-"
"SCO1478",-0.499662396,4.58e-13,"delgbn45h",1580546,1580818,273,"-"
"SCO1479",-1.027597404,1.14e-52,"delgbn45h",1580881,1581474,594,"-"
"SCO1480",-1.263406458,5.54e-44,"delgbn45h",1581512,1581835,324,"-"
"SCO1481",-0.271104482,0.091200229,"delgbn45h",1582059,1582895,837,"-"
"SCO1482",-0.262186162,0.153599311,"delgbn45h",1582901,1584007,1107,"-"
"SCO1483",-0.043055634,0.802535331,"delgbn45h",1584104,1587412,3309,"-"
"SCO1484",0.221220987,0.142052504,"delgbn45h",1587405,1588547,1143,"-"
"SCO1485",-0.058742973,0.771831253,"delgbn45h",1588544,1589119,576,"-"
"SCO1486",-0.060802529,0.774528288,"delgbn45h",1589116,1590402,1287,"-"
"SCO1487",0.184897571,0.440552719,"delgbn45h",1590407,1591387,981,"-"
"SCO1488",0.70194574,7.51e-06,"delgbn45h",1591502,1592083,582,"-"
"SCO1489",0.662365559,1.49e-30,"delgbn45h",1592381,1592884,504,"+"
"SCO1490",-0.791072821,1.09e-15,"delgbn45h",1593088,1593516,429,"-"
"SCO1491",-0.432507998,1.75e-07,"delgbn45h",1593519,1594085,567,"-"
"SCO1492",2.520276659,1.44e-261,"delgbn45h",1594150,1595256,1107,"-"
"SCO1493",-0.665584067,1.09e-07,"delgbn45h",1595436,1596323,888,"-"
"SCO1494",-0.937439374,1.96e-36,"delgbn45h",1596490,1597581,1092,"-"
"SCO1495",-0.950032297,1.37e-24,"delgbn45h",1597578,1598093,516,"-"
"SCO1496",-0.971383736,2.45e-21,"delgbn45h",1598090,1599274,1185,"-"
"SCO1497",-1.12744474,1.56e-07,"delgbn45h",1599480,1599845,366,"-"
"SCO1498",0.401567061,2.05e-05,"delgbn45h",1599894,1600661,768,"-"
"SCO1499",0.364157283,1.1e-08,"delgbn45h",1600714,1602462,1749,"-"
"SCO1500",-0.695789081,2.76e-15,"delgbn45h",1602591,1603094,504,"-"
"SCO1501",-0.805128711,4.46e-39,"delgbn45h",1603091,1605763,2673,"-"
"SCO1502",-0.776754709,4.1e-17,"delgbn45h",1605763,1606119,357,"-"
"SCO1503",-0.59180007,8.31e-10,"delgbn45h",1606127,1606576,450,"-"
"SCO1504",-1.062791778,3.37e-37,"delgbn45h",1606679,1608931,2253,"+"
"SCO1505",-0.743141745,7.11e-13,"delgbn45h",1608976,1609590,615,"-"
"SCO1506",-0.298446928,0.002070772,"delgbn45h",1609885,1611240,1356,"-"
"SCO1507",-0.661662148,2.62e-16,"delgbn45h",1611310,1612032,723,"-"
"SCO1508",-0.637686527,4.99e-08,"delgbn45h",1612166,1613443,1278,"-"
"SCO1509",-0.290757436,0.002739753,"delgbn45h",1613440,1614147,708,"-"
"SCO1510",-0.727210996,1.81e-13,"delgbn45h",1614331,1615164,834,"+"
"SCO1511",-0.319218961,0.000276922,"delgbn45h",1615300,1616367,1068,"+"
"SCO1512",-0.198253571,0.520883154,"delgbn45h",1616388,1616528,141,"+"
"SCO1513",0.805818908,7.8e-34,"delgbn45h",1616607,1619150,2544,"-"
"SCO1514",-1.04705983,2.84e-41,"delgbn45h",1619334,1619831,498,"-"
"SCO1515",-1.07037059,8.05e-45,"delgbn45h",1619879,1621000,1122,"-"
"SCO1516",-1.011028768,2.62e-51,"delgbn45h",1621004,1622716,1713,"-"
"SCO1517",-0.801868434,7.42e-36,"delgbn45h",1622951,1623460,510,"-"
"SCO1518",0.055520432,0.634370914,"delgbn45h",1623636,1624709,1074,"-"
"SCO1519",0.142540134,0.260686097,"delgbn45h",1624756,1625361,606,"-"
"SCO1520",0.496377947,2.13e-05,"delgbn45h",1625358,1625924,567,"-"
"SCO1521",-0.661451944,1.37e-11,"delgbn45h",1626033,1626785,753,"-"
"SCO1522",-0.481992535,0.000160484,"delgbn45h",1626835,1627443,609,"-"
"SCO1523",-0.430828057,0.000280548,"delgbn45h",1627456,1628367,912,"-"
"SCO1524",-0.456358908,0.005989432,"delgbn45h",1628479,1629021,543,"-"
"SCO1525",-0.634879416,4.26e-10,"delgbn45h",1629081,1630244,1164,"-"
"SCO1526",-0.592819169,1.92e-07,"delgbn45h",1630241,1631176,936,"-"
"SCO1527",-0.597406794,4.51e-10,"delgbn45h",1631173,1631898,726,"-"
"SCO1528",3.563051276,3.23e-86,"delgbn45h",1632106,1634304,2199,"+"
"SCO1529",-0.77892335,5.97e-32,"delgbn45h",1634572,1636227,1656,"+"
"SCO1530",-0.586214647,3.46e-08,"delgbn45h",1636316,1636876,561,"-"
"SCO1531",-0.677014642,2.71e-20,"delgbn45h",1636966,1638942,1977,"-"
"SCO1532",1.659483742,5.34e-22,"delgbn45h",1639131,1640408,1278,"-"
"SCO1533",2.377295875,9.06e-30,"delgbn45h",1640405,1640971,567,"-"
"SCO1534",1.58860429,1.63e-18,"delgbn45h",1641143,1641868,726,"+"
"SCO1535",-0.263593583,0.113414463,"delgbn45h",1642057,1642515,459,"-"
"SCO1536",0.6050962,0.031675629,"delgbn45h",1642555,1645023,2469,"-"
"SCO1537",0.069079976,0.872161019,"delgbn45h",1645999,1646910,912,"-"
"SCO1538",0.374248923,0.44392759,"delgbn45h",1646907,1647893,987,"-"
"SCO1539",1.215657442,0.006498109,"delgbn45h",1647905,1649206,1302,"-"
"SCO1540",0.958519682,1.94e-17,"delgbn45h",1649733,1650185,453,"-"
"SCO1541",6.082929697,0,"delgbn45h",1650311,1650790,480,"+"
"SCO1542",-0.046513772,0.614810063,"delgbn45h",1651070,1651630,561,"+"
"SCO1543",0.242188349,0.007611305,"delgbn45h",1652074,1652535,462,"-"
"SCO1544",-0.105871498,0.366374467,"delgbn45h",1652664,1653251,588,"+"
